Date,Symbol,Prev Close,Open,High,Low,vwap,Open Interest,Expiry,Volume,Trades,Deliverable Volume,DeiiveryToTrade,%Deliverble,Z-ScoreDelVolume,DeliveryStatus,Trades_Diff,MWPL,MWPL_Diff,Close,Close_Diff,Close_Future,FuturePremium,Change in OI,OI_CUMI,OI_Rank,Position,BuyingPressure,SellingPressure,fluctuates,Change,Return,Volatility,Expected Change,Magnitude,Abs Magnitude,EWMA20BUYPRE,EWMA50BUYPRE,EWMA20SELLPRE,EWMA50SELLPRE,EWMA20_DEL,EWMA50_DEL,EWMA20_VOL,EWMA50_VOL,EWMA20_OI,EWMA50_OI,DEL2TRADE20,DEL2TRADE50
2022-01-04,TORNTPOWER,555.1,558.9,573.1,556.0,566.17,3094500,2022-01-27,1178814.0,21181.0,232060.0,,19.689999999999998,0.25,,,86.52,-0.56,570.6,10.649999999999975,564.75,-5.850000000000023,96000,96000,,LongBuildUp,14.6,2.5,3.08,,,,,,,14.6,14.6,2.5,2.5,232060.0,232060.0,1178814.0,1178814.0,3094500.0,3094500.0,55.65,55.65
2022-01-05,TORNTPOWER,570.6,569.4,577.7,562.5,571.77,3151500,2022-01-27,744489.0,15105.0,232141.0,0.03,31.180000000000003,0.25,138.0,62.0,86.36,-0.16,566.2,-3.7000000000000455,561.05,-5.150000000000091,57000,153000,164.0,ShortBuildUp,10.2,11.5,2.66,-4.399999999999977,-0.0077410661016008575,,,,,12.29,12.36,7.22,7.09,232102.53,232101.31,950793.38,957308.25,3124425.0,3123570.0,52.31,52.41
2022-01-06,TORNTPOWER,566.2,560.0,571.9,556.7,565.9,3117000,2022-01-27,538995.0,11598.0,121227.0,-47.78,22.49,-0.36,52.0,75.0,86.44,0.08,568.4,7.0,568.05,-0.35000000000002274,-34500,118500,76.0,ShortCovering,11.7,9.3,2.68,2.199999999999932,0.0038780235451465472,,,,,12.07,12.13,7.99,7.86,191389.7,193655.23,799583.48,812256.56,3121698.58,3121291.83,50.17,50.35
2022-01-07,TORNTPOWER,568.4,565.8,579.0,565.8,574.76,3094500,2022-01-27,513874.0,12628.0,179314.0,47.92,34.89,-0.04,180.0,162.0,86.43,-0.01,574.8,7.75,575.8,1.0,-22500,96000,167.0,ShortCovering,18.1,4.2,2.32,6.399999999999977,0.011196757981924321,,,,,13.81,13.71,6.89,6.89,187903.63,189851.99,717103.57,733126.72,3113846.77,3114186.74,47.43,47.79
2022-01-10,TORNTPOWER,574.8,577.95,586.0,571.25,579.5,3187500,2022-01-27,872525.0,19343.0,131307.0,-26.77,15.050000000000002,-0.3,82.0,210.0,85.9,-0.53,574.9,-1.5499999999999543,574.25,-0.6499999999999773,93000,189000,21.0,ShortBuildUp,9.1,11.1,2.57,0.10000000000002274,0.0001739584243756198,,,,,12.67,12.71,7.91,7.8,174213.39,177187.93,754698.69,763280.43,3131662.86,3130045.38,46.87,47.21
2022-01-11,TORNTPOWER,574.9,576.0,589.8,576.0,585.18,3171000,2022-01-27,823192.0,15863.0,125054.0,-4.76,17.68,-0.33,107.0,85.0,85.44,-0.46,580.95,7.549999999999954,581.8,0.849999999999909,-16500,172500,103.0,ShortCovering,9.7,8.85,2.4,6.050000000000068,0.010468581999625748,,,,,12.05,12.16,8.11,7.99,163843.0,167607.36,769147.65,774290.29,3139961.2,3137571.55,47.93,48.07
2022-01-12,TORNTPOWER,580.95,581.95,583.45,571.0,575.71,3157500,2022-01-27,275515.0,8565.0,44209.0,-64.65,16.05,-0.78,27.0,27.0,85.45,0.01,572.9,4.4500000000000455,572.5,-0.39999999999997726,-13500,159000,178.0,ShortCovering,1.9,16.9,2.14,-8.050000000000068,-0.013953513214339353,,,,,10.13,10.51,9.77,9.42,141223.17,147794.62,675813.94,694207.35,3143277.35,3140771.24,44.95,45.52
2022-01-13,TORNTPOWER,572.9,573.2,581.85,567.95,574.9,3102000,2022-01-27,404723.0,8479.0,87620.0,98.19,21.65,-0.54,213.0,118.0,85.64,0.19,578.4,6.850000000000023,579.35,0.9500000000000455,-55500,103500,233.0,ShortCovering,10.45,5.05,2.43,5.5,0.009554489430023239,,,,,10.18,10.5,8.96,8.8,131957.6,139178.54,628954.5,652757.64,3136142.36,3135219.8,45.43,45.83
2022-01-14,TORNTPOWER,578.4,576.0,584.65,575.35,580.3,3075000,2022-01-27,564355.0,9795.0,39419.0,-55.01,6.98,-0.8,42.0,173.0,85.61,-0.03,578.85,0.6499999999999773,580.0,1.1499999999999773,-27000,76500,158.0,ShortCovering,10.9,5.8,1.61,0.4500000000000455,0.000777705807182727,,,,,10.3,10.56,8.45,8.41,117113.95,126239.74,618592.43,641291.83,3126334.82,3127409.3,47.39,47.36
2022-01-17,TORNTPOWER,578.85,580.15,583.0,574.25,579.2,2947500,2022-01-27,356065.0,7532.0,73021.0,85.24,20.510000000000005,-0.62,207.0,76.0,85.69,0.08,579.8,1.8500000000000227,581.85,2.050000000000068,-127500,-51000,238.0,ShortCovering,5.55,4.85,1.51,0.9499999999999318,0.0016398398358168365,,,,,9.58,9.96,7.91,7.98,110473.94,119910.02,579058.07,607367.56,3099403.85,3106011.27,47.37,47.35
