Date,Symbol,Prev Close,Open,High,Low,vwap,Open Interest,Expiry,Volume,Trades,Deliverable Volume,DeiiveryToTrade,%Deliverble,Z-ScoreDelVolume,DeliveryStatus,Trades_Diff,MWPL,MWPL_Diff,Close,Close_Diff,Close_Future,FuturePremium,Change in OI,OI_CUMI,OI_Rank,Position,BuyingPressure,SellingPressure,fluctuates,Change,Return,Volatility,Expected Change,Magnitude,Abs Magnitude,EWMA20BUYPRE,EWMA50BUYPRE,EWMA20SELLPRE,EWMA50SELLPRE,EWMA20_DEL,EWMA50_DEL,EWMA20_VOL,EWMA50_VOL,EWMA20_OI,EWMA50_OI,DEL2TRADE20,DEL2TRADE50
2022-01-04,BAJAJ-AUTO,3277.1,3284.0,3316.0,3270.65,3299.08,3044000,2022-01-27,244503.0,21754.0,94437.0,,38.62,-0.87,,,78.61,-0.05,3289.15,11.25,3298.5,9.349999999999909,-56750,-56750,,ShortCovering,18.5,26.85,1.38,,,,,,,18.5,18.5,26.85,26.85,94437.0,94437.0,244503.0,244503.0,3044000.0,3044000.0,11.24,11.24
2022-01-05,BAJAJ-AUTO,3289.15,3289.15,3365.0,3281.0,3338.89,3023000,2022-01-27,312215.0,22521.0,130425.0,38.11,41.77,-0.54,190.0,154.0,78.63,0.02,3358.55,67.25,3365.75,7.199999999999818,-21000,-77750,151.0,ShortCovering,87.9,6.45,2.55,69.40000000000009,0.020880160478274234,,,,,54.94,53.89,16.14,16.45,113330.7,112790.88,280051.8,279036.12,3032975.0,3033290.0,12.62,12.58
2022-01-06,BAJAJ-AUTO,3358.55,3344.8,3429.0,3333.0,3382.74,3125250,2022-01-27,410181.0,35382.0,131429.0,0.77,32.04,-0.53,143.0,220.0,77.79,-0.84,3418.2,64.80000000000018,3430.55,12.350000000000364,102250,24500,20.0,LongBuildUp,137.2,10.8,2.86,59.649999999999636,0.01760476351967455,,,,,85.14,82.78,14.18,14.49,119976.29,119253.72,327834.46,324511.1,3066857.83,3065177.48,12.24,12.24
2022-01-07,BAJAJ-AUTO,3418.2,3437.5,3437.5,3377.0,3402.94,3196750,2022-01-27,263996.0,23894.0,114018.0,-13.25,43.19,-0.69,94.0,42.0,77.05,-0.74,3392.5,-27.450000000000273,3403.1,10.599999999999909,71500,96000,177.0,ShortBuildUp,59.5,45.0,1.77,-25.699999999999818,-0.0075469840053798976,,,,,77.74,76.61,23.08,22.58,118256.22,117865.23,309405.29,308462.74,3104355.69,3100069.97,11.9,11.92
2022-01-10,BAJAJ-AUTO,3392.5,3414.8,3451.25,3404.45,3435.62,3135500,2022-01-27,318473.0,26305.0,143387.0,25.76,45.019999999999996,-0.42,176.0,169.0,77.13,0.08,3435.1,39.45000000000027,3442.55,7.450000000000273,-61250,34750,66.0,ShortCovering,58.1,16.15,1.38,42.59999999999991,0.0124789246051904,,,,,72.99,72.6,21.4,21.19,124335.14,123385.93,311598.69,310628.1,3111889.23,3107733.96,11.95,11.96
2022-01-11,BAJAJ-AUTO,3435.1,3413.0,3445.95,3413.0,3434.95,3068000,2022-01-27,225782.0,20945.0,108236.0,-24.51,56.91,-0.74,74.0,72.0,77.41,0.28,3436.75,-2.100000000000364,3440.45,3.699999999999818,-67500,-32750,202.0,LongUnwinding,32.3,14.5,0.96,1.650000000000091,0.00048022003731418295,,,,,64.41,65.2,19.95,19.96,120938.96,120601.85,293495.29,295036.06,3102630.61,3100432.11,11.7,11.74
2022-01-12,BAJAJ-AUTO,3436.75,3446.1,3452.0,3414.25,3435.42,3075000,2022-01-27,198452.0,29217.0,71363.0,-34.07,35.96,-1.08,62.0,206.0,77.21,-0.2,3440.1,4.550000000000182,3445.0,4.900000000000091,7000,-25750,108.0,LongBuildUp,27.1,11.9,1.1,3.349999999999909,0.0009742833608399337,,,,,57.35,59.08,18.42,18.67,111565.37,112696.1,275524.95,279528.61,3097406.35,3096348.76,10.77,10.95
2022-01-13,BAJAJ-AUTO,3440.1,3445.9,3474.3,3430.0,3450.75,3016000,2022-01-27,291271.0,27144.0,147573.0,106.79,50.67,-0.39,229.0,108.0,77.33,0.12,3451.0,9.199999999999818,3454.2,3.199999999999818,-59000,-84750,8.0,ShortCovering,36.75,23.3,1.29,10.900000000000091,0.003163503385634314,,,,,53.79,55.88,19.27,19.33,117789.47,117689.94,278246.74,281209.94,3083334.85,3084844.05,10.77,10.92
2022-01-14,BAJAJ-AUTO,3451.0,3451.0,3462.2,3425.0,3440.0,2972750,2022-01-27,127752.0,16949.0,41127.0,-72.13,32.190000000000005,-1.35,5.0,33.0,77.33,0.0,3432.8,-14.799999999999725,3439.4,6.599999999999909,-43250,-128000,182.0,LongUnwinding,7.8,41.5,1.08,-18.199999999999818,-0.005287789420687972,,,,,46.41,49.65,22.83,22.2,105492.44,107759.73,254106.65,261306.46,3065596.5,3070305.47,10.25,10.48
2022-01-17,BAJAJ-AUTO,3432.8,3450.0,3527.0,3434.05,3499.83,2861750,2022-01-27,646271.0,40890.0,273476.0,564.95,42.32,0.76,253.0,246.0,77.14,-0.19,3489.75,58.04999999999972,3497.45,7.699999999999818,-111000,-239000,225.0,ShortCovering,64.75,37.25,2.71,56.94999999999982,0.016453845715552973,,,,,49.17,51.44,25.0,23.99,130789.31,127469.67,313163.2,307093.33,3034898.98,3045500.32,11.08,11.11
2022-01-18,BAJAJ-AUTO,3489.75,3488.95,3497.2,3392.6,3434.29,2755000,2022-01-27,656590.0,48554.0,379424.0,38.74,57.79,1.72,192.0,184.0,77.35,0.21,3400.95,-91.14999999999964,3406.3,5.350000000000364,-106750,-345750,193.0,LongUnwinding,8.35,126.05,3.0,-88.80000000000018,-0.02577529605210671,,,,,43.35,46.7,39.42,35.24,166267.69,155223.96,362167.74,345592.48,2994959.41,3013499.97,11.43,11.38
2022-01-19,BAJAJ-AUTO,3400.95,3400.95,3462.3,3383.05,3433.18,2910250,2022-01-27,694189.0,52488.0,325942.0,-14.1,46.949999999999996,1.23,92.0,163.0,74.45,-2.9,3436.8,47.94999999999982,3454.25,17.449999999999818,155250,-190500,45.0,LongBuildUp,53.75,60.4,2.33,35.850000000000364,0.010486001533729805,,,,,44.77,47.42,42.28,37.82,188019.83,172783.87,407398.38,381448.82,2983419.6,3002879.77,11.68,11.57
2022-01-20,BAJAJ-AUTO,3436.8,3398.9,3448.0,3295.0,3350.85,2532500,2022-01-27,874508.0,70918.0,259749.0,-20.31,29.7,0.63,76.0,200.0,75.27,0.82,3308.75,-143.44999999999982,3310.8,2.050000000000182,-377750,-568250,33.0,LongUnwinding,13.75,153.55,4.45,-128.05000000000018,-0.03797033133318095,,,,,40.71,44.17,56.84,49.02,197406.6,181193.79,468526.23,429129.88,2924410.44,2957391.91,11.76,11.64
2022-01-21,BAJAJ-AUTO,3308.75,3308.75,3473.95,3270.0,3418.53,2046250,2022-01-27,1609260.0,105355.0,457087.0,75.97,28.4,2.42,215.0,213.0,75.47,0.2,3419.8,115.34999999999992,3426.15,6.349999999999909,-486250,-1054500,211.0,ShortCovering,149.8,54.15,6.16,111.05000000000018,0.03301159527318198,,,,,54.49,53.83,56.5,49.49,230220.4,206423.49,612671.92,537049.62,2813444.11,2874070.42,12.21,11.97
2022-01-24,BAJAJ-AUTO,3419.8,3421.0,3454.2,3350.0,3391.72,1449000,2022-01-27,788137.0,81524.0,199715.0,-56.31,40.68,0.09,17.0,65.0,77.25,1.78,3382.3,-49.70000000000028,3376.45,-5.850000000000364,-597250,-1651750,207.0,LongUnwinding,112.3,91.65,3.05,-37.5,-0.011026118381677108,,,,,61.58,58.91,60.81,53.15,226482.02,205840.46,634174.83,558871.12,2646234.14,2750220.43,11.9,11.77
2022-01-25,BAJAJ-AUTO,3382.3,3359.0,3490.0,3328.75,3433.95,628000,2022-01-27,571406.0,57954.0,219862.0,10.09,38.48,0.27,158.0,48.0,78.69,1.44,3469.1,90.0,3466.45,-2.650000000000091,-821000,-2472750,214.0,ShortCovering,140.35,20.9,4.77,86.79999999999973,0.025339242872677303,,,,,70.97,65.66,56.05,50.47,225692.32,207003.58,626687.12,559910.91,2405478.51,2574178.38,11.65,11.62
2022-01-27,BAJAJ-AUTO,3469.1,3445.0,3536.8,3394.2,3467.98,300500,2022-01-27,664333.0,64585.0,324338.0,47.52,48.82,1.22,201.0,172.0,84.13,5.44,3501.1,33.30000000000018,3499.75,-1.349999999999909,-327500,-2800250,155.0,ShortCovering,172.35,35.7,4.11,32.0,0.009182010508888894,,,,,82.78,74.14,53.68,49.3,237183.4,216328.83,631072.43,568209.94,2160272.84,2393475.86,11.49,11.51
