Date,Symbol,Prev Close,Open,High,Low,vwap,Open Interest,Expiry,Volume,Trades,Deliverable Volume,DeiiveryToTrade,%Deliverble,Z-ScoreDelVolume,DeliveryStatus,Trades_Diff,MWPL,MWPL_Diff,Close,Close_Diff,Close_Future,FuturePremium,Change in OI,OI_CUMI,OI_Rank,Position,BuyingPressure,SellingPressure,fluctuates,Change,Return,Volatility,Expected Change,Magnitude,Abs Magnitude,EWMA20BUYPRE,EWMA50BUYPRE,EWMA20SELLPRE,EWMA50SELLPRE,EWMA20_DEL,EWMA50_DEL,EWMA20_VOL,EWMA50_VOL,EWMA20_OI,EWMA50_OI,DEL2TRADE20,DEL2TRADE50
2022-01-18,SRTRANSFIN,1239.05,1235.0,1267.0,1186.25,1237.83,3245200,2022-01-27,1426827.0,52977.0,578448.0,223.48,40.54,0.36,223.0,235.0,80.88,-0.44,1203.9,-41.30000000000018,1202.35,-1.550000000000182,-96000,1600,172.0,LongUnwinding,17.65,63.1,6.52,-35.149999999999864,-0.028778669999016238,,,,,17.49,17.55,28.84,28.36,369181.56,365935.98,921026.04,922868.08,3319856.21,3315813.74,25.62,25.78
2022-01-19,SRTRANSFIN,1203.9,1205.0,1206.5,1170.95,1187.66,3246400,2022-01-27,1062500.0,37380.0,379095.0,-34.46,35.68,-0.21,60.0,49.0,80.3,-0.58,1195.3,-2.649999999999864,1199.7,4.400000000000091,1200,2800,116.0,ShortBuildUp,24.35,71.7,2.95,-8.600000000000136,-0.007169087057045331,,,,,18.43,18.25,34.68,32.81,370532.05,367289.5,940298.78,937230.5,3309849.41,3308673.9,26.0,26.05
2022-01-20,SRTRANSFIN,1195.3,1198.0,1234.25,1197.05,1212.27,3266000,2022-01-27,1293003.0,39650.0,496651.0,31.01,38.41,0.12,173.0,148.0,80.35,0.05,1220.95,26.14999999999986,1225.85,4.899999999999864,19600,22400,235.0,LongBuildUp,50.0,13.3,3.11,25.65000000000009,0.02123204434734305,,,,,22.56,21.32,31.88,30.93,387036.48,379799.34,986455.08,971635.31,3304111.1,3304547.14,26.87,26.68
2022-01-21,SRTRANSFIN,1220.95,1214.0,1223.8,1185.0,1206.34,2797600,2022-01-27,1166808.0,34488.0,463000.0,-6.78,39.68,0.03,102.0,84.0,80.25,-0.1,1198.5,-26.09999999999991,1199.75,1.25,-468400,-446000,2.0,LongUnwinding,13.5,35.75,3.18,-22.450000000000045,-0.018558469356839247,,,,,21.41,20.61,32.37,31.37,396635.4,387407.82,1009244.88,989483.33,3240107.21,3258188.18,27.75,27.34
2022-01-24,SRTRANSFIN,1198.5,1195.1,1203.0,1140.9,1172.23,2039200,2022-01-27,1870772.0,58752.0,460053.0,-0.64,25.040000000000003,0.02,110.0,215.0,80.93,0.68,1154.6,-45.79999999999996,1153.95,-0.6499999999998636,-758400,-1204400,198.0,LongUnwinding,13.7,69.2,5.18,-43.90000000000009,-0.037316811247605663,,,,,20.47,20.01,36.88,34.66,404407.11,393721.27,1114823.35,1066074.35,3092938.37,3152248.38,28.25,27.73
2022-01-25,SRTRANSFIN,1154.6,1140.0,1202.8,1103.2,1155.58,668400,2022-01-27,2094722.0,76042.0,513168.0,11.55,24.5,0.17,151.0,183.0,82.19,1.26,1166.7,11.599999999999907,1165.55,-1.150000000000091,-1370800,-2575200,204.0,ShortCovering,63.5,36.3,8.63,12.100000000000136,0.010425287202977529,,,,,25.6,23.62,36.81,34.79,417381.22,403629.59,1231715.69,1151402.55,2803714.61,2946208.64,28.16,27.71
2022-01-27,SRTRANSFIN,1166.7,1179.95,1247.65,1170.1,1209.87,109200,2022-01-27,2948439.0,107852.0,975086.0,90.01,33.07,1.49,201.0,198.0,85.45,3.26,1241.1,74.20000000000005,1239.75,-1.349999999999909,-559200,-3134400,149.0,ShortCovering,137.9,6.55,6.65,74.39999999999986,0.061818832305664095,,,,,38.68,32.7,33.29,32.55,482347.38,449046.58,1431694.12,1294223.55,2489834.8,2720734.96,28.07,27.68
2022-01-28,SRTRANSFIN,1241.1,1250.0,1299.85,1236.05,1271.89,3014800,2022-02-24,1858093.0,54588.0,616201.0,-36.81,33.16,0.46,56.0,8.0,84.92,-0.53,1242.85,4.400000000000091,1244.15,1.300000000000182,-56800,-56800,123.0,ShortCovering,72.75,57.0,5.14,1.75,0.0014090463089351246,,,,,42.57,35.76,35.99,34.42,497615.33,461817.17,1480331.11,1337303.16,2549714.71,2743201.52,28.75,28.17
2022-01-31,SRTRANSFIN,1242.85,1259.0,1272.0,1225.0,1246.44,2984000,2022-02-24,973425.0,30996.0,375233.0,-39.11,38.550000000000004,-0.22,51.0,24.0,84.59,-0.33,1228.4,-10.300000000000182,1233.85,5.449999999999818,-30800,-87600,155.0,LongUnwinding,3.4,71.45,3.78,-14.449999999999818,-0.011694619877743229,,,,,38.18,33.37,39.96,37.14,483913.8,455439.3,1423579.53,1310499.55,2598335.89,2760938.97,29.05,28.41
2022-02-01,SRTRANSFIN,1228.4,1248.6,1290.0,1234.55,1259.32,2802400,2022-02-24,1105798.0,32241.0,319904.0,-14.75,28.93,-0.38,86.0,146.0,84.94,0.35,1280.25,53.10000000000014,1286.95,6.7000000000000455,-181600,-269200,220.0,ShortCovering,55.25,9.75,4.51,51.84999999999991,0.041342861775993,,,,,40.06,34.93,36.63,35.19,465853.73,445788.08,1388586.76,1295923.13,2620806.57,2763891.33,29.63,28.83
2022-02-02,SRTRANSFIN,1280.25,1291.0,1304.35,1271.0,1290.02,2876400,2022-02-24,909404.0,42551.0,328534.0,2.7,36.13,-0.35,142.0,188.0,83.92,-1.02,1283.8,-72.14999999999986,1287.9,4.100000000000136,74000,-195200,86.0,ShortBuildUp,49.25,20.55,2.6,3.5499999999999545,0.002769058535017521,,,,,41.06,35.92,34.89,34.18,450954.33,437697.47,1336594.7,1269253.06,2648538.85,2771654.5,28.73,28.31
2022-02-03,SRTRANSFIN,1283.8,1287.0,1287.0,1255.0,1266.75,2865200,2022-02-24,473461.0,21627.0,80997.0,-75.35,17.11,-1.06,5.0,9.0,83.68,-0.24,1263.2,-21.75,1265.2,2.0,-11200,-206400,106.0,LongUnwinding,8.2,41.15,2.49,-20.59999999999991,-0.016176245936245337,0.022626004956050993,,,,37.54,34.06,35.56,34.65,411338.83,413796.78,1244169.24,1215931.07,2671739.2,2777922.51,28.0,27.88
2022-02-04,SRTRANSFIN,1263.2,1260.0,1267.6,1229.05,1244.1,2892400,2022-02-24,526797.0,18406.0,120758.0,49.09,22.919999999999998,-0.95,183.0,81.0,83.25,-0.43,1233.2,-27.70000000000005,1237.5,4.2999999999999545,27200,-179200,26.0,ShortBuildUp,4.15,53.8,3.05,-30.0,-0.024035766929436875,0.023243010718951674,28.581169460483615,-1.04964214433136,1.04964214433136,34.01,32.11,37.49,35.9,380587.26,394692.63,1168251.22,1171004.18,2695091.28,2785385.67,28.06,27.93
