Date,Symbol,Prev Close,Open,High,Low,Close,vwap,Volume,Trades,Deliverable Volume,%Deliverble,MWPL,MWPL_Diff,Close_Future,FUT_VOLUME,Open Interest,Expiry,Change in OI,Close_Diff,Position
2010-01-04,CUMMINSIND,430.7,429.0,433.7,425.0,426.95,427.9,48542,,24854,0.512,,,427.6,,111150.0,2010-01-28,13300.0,,Undecisive
2010-01-05,CUMMINSIND,426.95,430.0,432.0,420.7,424.4,427.21,28378,,14804,0.5217,,,422.7,,106400.0,2010-01-28,-4750.0,-4.900000000000034,LongUnwinding
2010-01-06,CUMMINSIND,424.4,426.0,440.0,423.0,436.65,432.63,107246,,56019,0.5223,,,437.65,,122550.0,2010-01-28,16150.0,14.949999999999989,LongBuildUp
2010-01-07,CUMMINSIND,436.65,435.25,440.05,426.5,429.1,432.44,113145,,62565,0.5529999999999999,,,431.35,,158650.0,2010-01-28,36100.0,-6.2999999999999545,ShortBuildUp
2010-01-08,CUMMINSIND,429.1,434.0,449.7,427.05,444.9,432.1,574107,,464402,0.8089000000000001,,,446.95,,210900.0,2010-01-28,52250.0,15.599999999999966,LongBuildUp
2010-01-11,CUMMINSIND,444.9,448.25,448.25,436.0,440.45,440.74,241465,,156646,0.6487,,,442.1,,221350.0,2010-01-28,10450.0,-4.849999999999966,ShortBuildUp
2010-01-12,CUMMINSIND,440.45,440.0,446.75,432.1,435.85,439.51,128383,,73311,0.5710000000000001,,,437.35,,209000.0,2010-01-28,-12350.0,-4.75,LongUnwinding
2010-01-13,CUMMINSIND,435.85,435.0,442.9,427.1,439.0,434.99,198411,,137319,0.6920999999999999,,,440.25,,223250.0,2010-01-28,14250.0,2.8999999999999773,LongBuildUp
2010-01-14,CUMMINSIND,439.0,440.0,450.0,435.15,446.7,442.79,213707,,192151,0.8991,,,446.8,,188100.0,2010-01-28,-35150.0,6.550000000000011,ShortCovering
2010-01-15,CUMMINSIND,446.7,445.3,454.0,437.1,440.0,442.14,439949,,349630,0.7947,,,442.0,,208050.0,2010-01-28,19950.0,-4.800000000000011,ShortBuildUp
2010-01-18,CUMMINSIND,440.0,453.9,458.9,438.1,451.9,449.23,128408,,95113,0.7406999999999999,,,451.65,,173850.0,2010-01-28,-34200.0,9.649999999999977,ShortCovering
2010-01-19,CUMMINSIND,451.9,453.15,455.0,443.2,445.55,447.06,82199,,56847,0.6916,,,448.05,,187150.0,2010-01-28,13300.0,-3.599999999999966,ShortBuildUp
2010-01-20,CUMMINSIND,445.55,442.1,450.9,440.0,446.75,445.17,42190,,19774,0.4687,,,447.35,,186200.0,2010-01-28,-950.0,-0.6999999999999886,LongUnwinding
2010-01-21,CUMMINSIND,446.75,445.0,449.9,435.85,440.3,442.95,139360,,117709,0.8445999999999999,,,440.8,,169100.0,2010-01-28,-17100.0,-6.550000000000011,LongUnwinding
2010-01-22,CUMMINSIND,440.3,440.0,440.0,427.0,437.4,433.39,33679,,17039,0.5059,,,438.0,,161500.0,2010-01-28,-7600.0,-2.8000000000000114,LongUnwinding
2010-01-25,CUMMINSIND,437.4,430.0,438.0,427.0,434.6,432.85,43774,,21067,0.48130000000000006,,,435.3,,150100.0,2010-01-28,-11400.0,-2.6999999999999886,LongUnwinding
2010-01-27,CUMMINSIND,434.6,432.15,467.5,430.15,445.45,452.1,729688,,374579,0.5133,,,444.2,,98800.0,2010-01-28,-51300.0,8.899999999999977,ShortCovering
2010-01-28,CUMMINSIND,445.45,450.0,459.85,443.0,447.8,447.91,147459,,48389,0.3282,,,447.3,,36100.0,2010-01-28,-62700.0,3.1000000000000227,ShortCovering
2010-01-29,CUMMINSIND,447.8,437.6,454.8,433.6,450.3,443.53,349892,,316938,0.9058,,,,,,,,,
2010-02-01,CUMMINSIND,450.3,454.2,475.4,444.0,471.35,468.9,241591,,130988,0.5422,94.3341499,,470.1,,128250.0,2010-02-25,19950.0,22.80000000000001,LongBuildUp
2010-02-02,CUMMINSIND,471.35,470.0,479.6,458.05,460.85,470.12,109013,,59606,0.5468000000000001,94.26560699,-0.07,460.75,,140600.0,2010-02-25,12350.0,-9.350000000000023,ShortBuildUp
2010-02-03,CUMMINSIND,460.85,469.7,480.0,462.2,477.85,473.88,103941,,52540,0.5055,94.23623145,-0.03,474.85,,146300.0,2010-02-25,5700.0,14.100000000000023,LongBuildUp
2010-02-04,CUMMINSIND,477.85,475.0,486.5,463.0,469.1,478.82,170580,,41524,0.2434,94.18237631,-0.05,467.35,,156750.0,2010-02-25,10450.0,-7.5,ShortBuildUp
2010-02-05,CUMMINSIND,469.1,440.25,487.25,440.25,467.95,464.07,68541,,24227,0.35350000000000004,94.27050291,0.09,464.5,,139650.0,2010-02-25,-17100.0,-2.8500000000000227,LongUnwinding
2010-02-06,CUMMINSIND,467.95,450.25,479.8,450.25,475.95,473.66,7520,,2281,0.3033,,,472.15,,144400.0,2010-02-25,4750.0,7.649999999999977,LongBuildUp
2010-02-08,CUMMINSIND,475.95,463.15,483.45,461.0,464.2,469.93,115571,,69258,0.5993,94.21175184,-0.06,465.4,,151050.0,2010-02-25,6650.0,-6.75,ShortBuildUp
2010-02-09,CUMMINSIND,464.2,479.4,479.4,460.0,468.9,469.79,70231,,55490,0.7901,94.2900866,0.08,467.75,,135850.0,2010-02-25,-15200.0,2.3500000000000227,ShortCovering
2010-02-10,CUMMINSIND,468.9,463.25,473.95,458.1,459.95,463.29,91537,,74451,0.8133,94.24112738,-0.05,461.0,,145350.0,2010-02-25,9500.0,-6.75,ShortBuildUp
2010-02-11,CUMMINSIND,459.95,461.0,474.0,456.35,460.3,460.13,133676,,75474,0.5646,94.16768854,-0.07,460.9,,159600.0,2010-02-25,14250.0,-0.10000000000002274,ShortBuildUp
2010-02-15,CUMMINSIND,460.3,463.0,465.9,450.05,451.35,456.14,56502,,33943,0.6007,94.16768854,0.0,453.25,,159600.0,2010-02-25,0.0,-7.649999999999977,Undecisive
2010-02-16,CUMMINSIND,451.35,457.5,465.0,446.6,463.35,455.15,138219,,109486,0.7920999999999999,94.1578967,-0.01,463.85,,161500.0,2010-02-25,1900.0,10.600000000000023,LongBuildUp
2010-02-17,CUMMINSIND,463.35,465.7,473.7,460.15,470.3,467.18,87315,,44846,0.5136000000000001,94.28519068,0.13,470.2,,130150.0,2010-02-25,-31350.0,6.349999999999966,ShortCovering
2010-02-18,CUMMINSIND,470.3,471.65,482.8,469.05,476.7,476.98,87545,,34406,0.39299999999999996,94.26071107,-0.02,475.0,,131100.0,2010-02-25,950.0,4.800000000000011,LongBuildUp
2010-02-19,CUMMINSIND,476.7,474.5,484.0,466.0,473.25,474.61,147246,,78951,0.5362,94.33904583,0.08,472.3,,116850.0,2010-02-25,-14250.0,-2.6999999999999886,LongUnwinding
2010-02-22,CUMMINSIND,473.25,474.0,474.0,452.2,453.7,461.9,155169,,111281,0.7172,94.23133553,-0.11,453.9,,124450.0,2010-02-25,7600.0,-18.400000000000034,ShortBuildUp
2010-02-23,CUMMINSIND,453.7,453.0,457.0,444.0,445.4,449.09,51481,,29647,0.5759000000000001,94.17258446,-0.06,446.6,,120650.0,2010-02-25,-3800.0,-7.2999999999999545,LongUnwinding
2010-02-24,CUMMINSIND,445.4,444.45,452.95,437.1,451.5,447.79,229991,,147852,0.6429,94.15300077,-0.02,451.5,,87400.0,2010-02-25,-33250.0,4.899999999999977,ShortCovering
2010-02-25,CUMMINSIND,451.5,455.0,457.95,450.0,455.8,455.17,126002,,95238,0.7558,94.51040311,0.36,456.1,,51300.0,2010-02-25,-36100.0,4.600000000000023,ShortCovering
2010-02-26,CUMMINSIND,455.8,449.2,465.0,442.5,456.25,455.88,54925,,35987,0.6552,94.55936234,0.05,,,,,,,
2010-03-02,CUMMINSIND,456.25,460.0,468.75,457.0,466.55,465.45,78808,,43313,0.5496,94.56915418,0.01,468.25,,83600.0,2010-03-25,-1900.0,12.149999999999977,ShortCovering
2010-03-03,CUMMINSIND,466.55,466.55,473.95,463.1,467.85,469.75,44134,,28612,0.6483,94.51040311,-0.06,469.55,,95000.0,2010-03-25,11400.0,1.3000000000000114,LongBuildUp
2010-03-04,CUMMINSIND,467.85,469.1,474.8,464.25,472.9,471.63,56451,,35385,0.6268,94.50061127,-0.01,471.85,,95000.0,2010-03-25,0.0,2.3000000000000114,Undecisive
2010-03-05,CUMMINSIND,472.9,475.0,475.05,468.15,472.75,472.95,38287,,24138,0.6304,94.5299868,0.03,473.8,,88350.0,2010-03-25,-6650.0,1.9499999999999886,ShortCovering
2010-03-08,CUMMINSIND,472.75,477.0,483.5,467.0,479.65,472.55,213997,,158116,0.7389,94.37821321,-0.15,481.8,,115900.0,2010-03-25,27550.0,8.0,LongBuildUp
2010-03-09,CUMMINSIND,479.65,475.25,486.5,469.25,470.4,478.81,147479,,90974,0.6169,94.22643961,-0.15,473.7,,145350.0,2010-03-25,29450.0,-8.100000000000023,ShortBuildUp
2010-03-10,CUMMINSIND,470.4,473.9,479.8,469.0,472.85,473.28,260548,,230733,0.8856,94.26071107,0.03,478.1,,138700.0,2010-03-25,-6650.0,4.400000000000034,ShortCovering
2010-03-11,CUMMINSIND,472.85,480.0,480.0,463.25,472.95,472.66,357460,,327641,0.9166,94.27050291,0.01,472.0,,136800.0,2010-03-25,-1900.0,-6.100000000000023,LongUnwinding
2010-03-12,CUMMINSIND,472.95,473.9,479.0,468.1,475.0,474.72,295501,,278788,0.9434,94.33904583,0.07,475.1,,123500.0,2010-03-25,-13300.0,3.1000000000000227,ShortCovering
2010-03-15,CUMMINSIND,475.0,476.0,480.0,468.0,474.75,473.33,77984,,61819,0.7927,94.35862952,0.02,474.6,,119700.0,2010-03-25,-3800.0,-0.5,LongUnwinding
2010-03-16,CUMMINSIND,474.75,474.95,477.9,469.0,474.6,474.17,54230,,40668,0.7499,94.35373359,-0.0,477.9,,120650.0,2010-03-25,950.0,3.2999999999999545,LongBuildUp
2010-03-17,CUMMINSIND,474.6,477.0,481.7,467.5,475.0,474.95,608484,,542641,0.8918,94.32435806,-0.03,476.15,,124450.0,2010-03-25,3800.0,-1.75,ShortBuildUp
2010-03-18,CUMMINSIND,475.0,471.0,491.5,471.0,488.15,485.52,440886,,320796,0.7276,94.13831301,-0.19,488.5,,135850.0,2010-03-25,11400.0,12.350000000000023,LongBuildUp
2010-03-19,CUMMINSIND,488.15,490.0,507.7,490.0,501.8,497.86,277342,,129702,0.46770000000000006,93.73195144,-0.41,505.05,,168150.0,2010-03-25,32300.0,16.55000000000001,LongBuildUp
2010-03-22,CUMMINSIND,501.8,502.05,504.0,494.1,498.65,499.52,281232,,202358,0.7195,93.43819609,-0.29,497.0,,164350.0,2010-03-25,-3800.0,-8.050000000000011,LongUnwinding
2010-03-23,CUMMINSIND,498.65,495.0,509.4,495.0,505.15,502.41,269170,,149763,0.5564,93.55080231,0.11,503.1,,112100.0,2010-03-25,-52250.0,6.100000000000023,ShortCovering
