Date,Symbol,Expiry,Open,High,Low,Close,Settle Price,FUT_VOLUME,Number of Contracts,Open Interest,Change in OI
2024-12-12,GAIL,2024-12-26,206.49,208.5,204.98,205.88,205.88,9095100.0,1988.0,100416675,635925
2024-12-11,GAIL,2024-12-26,207.44,208.64,206.25,206.6,206.6,8102325.0,1771.0,99780750,672525
2024-12-10,GAIL,2024-12-26,209.98,210.66,207.75,208.4,208.4,8578125.0,1875.0,99108225,516975
2024-12-09,GAIL,2024-12-26,209.86,212.79,209.08,209.6,209.6,11844675.0,2589.0,98591250,379725
2024-12-06,GAIL,2024-12-26,208.23,213.9,208.23,211.46,211.46,21360675.0,4669.0,98211525,-2017575
2024-12-05,GAIL,2024-12-26,208.03,210.1,206.02,209.16,209.16,24650100.0,5388.0,100229100,-4451475
2024-12-04,GAIL,2024-12-26,202.62,208.3,201.69,207.41,207.41,33662850.0,7358.0,104680575,2877675
2024-12-03,GAIL,2024-12-26,200.48,202.12,200.14,201.07,201.07,14511900.0,3172.0,101802900,1784250
2024-12-02,GAIL,2024-12-26,199.9,200.48,198.19,199.91,199.91,12064275.0,2637.0,100018650,1354200
2024-11-29,GAIL,2024-12-26,197.5,202.0,197.48,201.03,201.03,20203200.0,4416.0,98664450,2250900
2024-11-28,GAIL,2024-11-28,194.58,198.92,194.08,197.03,196.7,32358975.0,7073.0,12681900,-19983600
2024-11-27,GAIL,2024-11-28,194.22,195.74,192.52,195.03,195.03,37322850.0,8158.0,32665500,-28401600
2024-11-26,GAIL,2024-11-28,199.34,200.0,193.51,194.22,194.22,30474075.0,6661.0,61067100,-20523450
2024-11-25,GAIL,2024-11-28,197.88,201.32,196.92,199.51,199.51,44208225.0,9663.0,81590550,-14909925
2024-11-22,GAIL,2024-11-28,189.33,193.85,188.57,192.96,192.96,19796025.0,4327.0,96500475,-219600
2024-11-21,GAIL,2024-11-28,187.1,190.38,180.74,188.58,188.58,19361400.0,4232.0,96720075,-2493375
2024-11-19,GAIL,2024-11-28,186.42,189.73,185.81,186.56,186.56,13171425.0,2879.0,99213450,-677100
2024-11-18,GAIL,2024-11-28,190.54,190.79,184.8,185.41,185.41,21292050.0,4654.0,99890550,1253550
2024-11-14,GAIL,2024-11-28,190.46,192.35,188.27,189.07,189.07,13015875.0,2845.0,98637000,-219600
2024-11-13,GAIL,2024-11-28,194.78,195.39,189.26,190.12,190.12,19937850.0,4358.0,98856600,242475
2024-11-12,GAIL,2024-11-28,205.29,205.75,194.36,194.83,194.83,21456750.0,4690.0,98614125,2854800
2024-11-11,GAIL,2024-11-28,203.79,206.85,202.58,203.82,203.82,14699475.0,3213.0,95759325,2113650
2024-11-08,GAIL,2024-11-28,210.34,210.66,204.23,204.74,204.74,23689350.0,5178.0,93645675,1102575
2024-11-07,GAIL,2024-11-28,209.44,217.44,209.22,211.54,211.54,35895450.0,7846.0,92543100,2351550
2024-11-06,GAIL,2024-11-28,203.5,211.21,202.5,210.13,210.13,62014125.0,13555.0,90191550,123525
2024-11-05,GAIL,2024-11-28,196.28,198.0,192.4,197.45,197.45,40744950.0,8906.0,90068025,695400
2024-11-04,GAIL,2024-11-28,200.43,200.8,195.22,196.72,196.72,22911600.0,5008.0,89372625,1390800
2024-11-01,GAIL,2024-11-28,201.21,202.4,198.71,200.42,200.42,4172400.0,912.0,87981825,-45750
2024-10-31,GAIL,2024-10-31,203.9,203.91,199.48,200.04,200.0,28566300.0,6244.0,4199850,-10403550
2024-10-30,GAIL,2024-10-31,205.04,207.32,202.78,204.29,204.29,39253500.0,8580.0,14603400,-23927250
2024-10-29,GAIL,2024-10-31,205.65,207.62,200.29,205.55,205.55,30666225.0,6703.0,38530650,-21886800
2024-10-28,GAIL,2024-10-31,207.19,209.61,204.02,207.18,207.18,22298550.0,4874.0,60417450,-11323125
