Date,Symbol,Prev Close,Open,High,Low,vwap,Open Interest,Expiry,Volume,Trades,Deliverable Volume,DeiiveryToTrade,%Deliverble,Z-ScoreDelVolume,DeliveryStatus,Trades_Diff,MWPL,MWPL_Diff,Close,Close_Diff,Close_Future,FuturePremium,Change in OI,OI_CUMI,OI_Rank,Position,BuyingPressure,SellingPressure,fluctuates,Change,Return,Volatility,Expected Change,Magnitude,Abs Magnitude,EWMA20BUYPRE,EWMA50BUYPRE,EWMA20SELLPRE,EWMA50SELLPRE,EWMA20_DEL,EWMA50_DEL,EWMA20_VOL,EWMA50_VOL,EWMA20_OI,EWMA50_OI,DEL2TRADE20,DEL2TRADE50
2011-06-01,MCDOWELL-N,1060.7,1064.9,1069.6,1055.2,1061.8,1148000,2011-06-30,92075.0,4734.0,51536.0,,55.97,-0.83,,,88.84,-0.02,1059.45,49.75,1065.8,6.349999999999909,4500,4500,,LongBuildUp,4.25,10.15,1.36,,,,,,,4.25,4.25,10.15,10.15,51536.0,51536.0,92075.0,92075.0,1148000.0,1148000.0,19.45,19.45
2011-06-02,MCDOWELL-N,1059.45,1051.0,1051.0,1030.0,1039.02,1114750,2011-06-30,119962.0,5872.0,55637.0,7.96,46.38000000000001,-0.82,991.0,1225.0,89.02,0.18,1035.25,-27.75,1038.05,2.7999999999999545,-33250,-28750,63.0,LongUnwinding,5.25,34.35,1.98,-24.200000000000045,-0.023106962097363848,,,,,4.78,4.76,22.86,22.49,53689.02,53627.51,106715.68,106297.37,1130543.75,1131042.5,19.96,19.95
2011-06-03,MCDOWELL-N,1035.25,1042.65,1053.95,1030.05,1043.22,1109250,2011-06-30,58410.0,3458.0,15124.0,-72.82,25.89,-0.9,64.0,220.0,89.04,0.02,1034.7,153.5,1038.55,3.849999999999909,-5500,-34250,634.0,ShortCovering,4.7,19.25,2.31,-0.5499999999999545,-0.0005314138147722858,,,,,4.75,4.74,21.53,21.37,39528.18,40276.27,88978.12,89692.24,1122724.81,1123485.87,18.84,18.89
2011-06-06,MCDOWELL-N,1034.7,1034.0,1039.0,1025.0,1030.01,1121250,2011-06-30,99013.0,2497.0,63405.0,319.23,64.04,-0.81,1729.0,445.0,88.98,-0.06,1028.1,-3.5,1035.05,6.9500000000000455,12000,-22250,168.0,ShortBuildUp,3.1,25.85,1.35,-6.600000000000136,-0.006399091062231577,,,,,4.27,4.3,22.78,22.56,46421.05,46409.92,91875.04,92164.07,1122299.06,1122892.93,24.85,24.4
2011-06-07,MCDOWELL-N,1028.1,1001.2,1027.95,1001.2,1021.15,1172250,2011-06-30,169968.0,10090.0,125968.0,98.67,74.11,-0.68,1482.0,1771.0,88.67,-0.31,1021.3,-6.7000000000000455,1028.35,7.0499999999999545,51000,28750,1634.0,ShortBuildUp,20.1,17.7,2.6,-6.7999999999999545,-0.006636112964620189,,,,,8.1,7.72,21.55,21.51,65662.78,63619.39,110765.06,108994.1,1134381.77,1133569.52,22.91,22.76
2011-06-08,MCDOWELL-N,1021.3,1036.3,1036.3,1014.7,1021.01,1094250,2011-06-30,162611.0,11009.0,100636.0,-20.11,61.89,-0.73,661.0,1056.0,88.48,-0.19,1020.9,-0.849999999999909,1027.5,6.600000000000023,-78000,-49250,199.0,LongUnwinding,19.7,15.4,2.11,-0.39999999999997726,-0.0003917344090833552,,,,,10.55,9.92,20.25,20.38,73040.53,70421.88,121702.18,118847.19,1125915.8,1126343.83,21.19,21.29
2011-06-09,MCDOWELL-N,1020.9,1021.2,1026.0,1011.0,1014.49,1105750,2011-06-30,103554.0,5518.0,46851.0,-53.45,45.24,-0.84,258.0,117.0,88.41,-0.07,1012.4,-7.950000000000045,1019.55,7.149999999999977,11500,-37750,449.0,ShortBuildUp,1.4,23.9,1.47,-8.5,-0.008360841504000405,,,,,8.82,8.55,20.94,20.95,68088.74,66637.36,118270.81,116391.73,1122102.94,1123037.31,20.73,20.89
2011-06-10,MCDOWELL-N,1012.4,1029.0,1029.0,972.25,1002.39,1147750,2011-06-30,254768.0,13308.0,110657.0,136.19,43.43,-0.71,1579.0,1714.0,88.16,-0.25,1003.15,-12.69999999999993,1006.85,3.7000000000000455,42000,4250,1597.0,ShortBuildUp,30.9,25.85,5.61,-9.25,-0.009178700544759444,,,,,12.63,11.75,21.79,21.65,75446.88,72940.29,141865.04,136205.09,1126536.17,1126575.78,20.46,20.64
2011-06-13,MCDOWELL-N,1003.15,1013.95,1013.95,982.1,990.13,1180000,2011-06-30,972102.0,9732.0,897474.0,711.04,92.32000000000001,0.87,1774.0,455.0,87.96,-0.2,989.0,-11.700000000000045,995.15,6.149999999999977,32250,36500,957.0,ShortBuildUp,16.75,40.0,3.17,-14.149999999999977,-0.014205996503497076,,,,,13.3,12.4,24.71,24.03,207304.05,179882.21,275039.11,244620.81,1135112.03,1133504.9,33.2,30.92
2011-06-14,MCDOWELL-N,989.0,991.95,997.95,981.6,988.17,1197500,2011-06-30,97879.0,6888.0,41166.0,-95.41,42.059999999999995,-0.85,1.0,419.0,87.82,-0.14,985.55,-3.5,991.65,6.100000000000023,17500,54000,837.0,ShortBuildUp,3.95,28.4,1.65,-3.4500000000000455,-0.0034944706497741507,,,,,11.89,11.4,25.27,24.55,182285.1,163383.6,248360.33,227167.65,1144507.11,1141116.34,30.34,28.93
