Date,Symbol,Prev Close,Open,High,Low,vwap,Open Interest,Expiry,Volume,Trades,Deliverable Volume,DeiiveryToTrade,%Deliverble,Z-ScoreDelVolume,DeliveryStatus,Trades_Diff,MWPL,MWPL_Diff,Close,Close_Diff,Close_Future,FuturePremium,Change in OI,OI_CUMI,OI_Rank,Position,BuyingPressure,SellingPressure,fluctuates,Change,Return,Volatility,Expected Change,Magnitude,Abs Magnitude,EWMA20BUYPRE,EWMA50BUYPRE,EWMA20SELLPRE,EWMA50SELLPRE,EWMA20_DEL,EWMA50_DEL,EWMA20_VOL,EWMA50_VOL,EWMA20_OI,EWMA50_OI,DEL2TRADE20,DEL2TRADE50
2014-03-14,L&TFH,79.15,75.0,76.75,73.7,75.0,35152000,2014-03-27,23447711.0,91407.0,7068497.0,,30.15,1.46,,,2.77,-35.73,74.2,-1.3499999999999943,74.0,-0.20000000000000284,10380000,10380000,,ShortBuildUp,0.5,2.55,3.85,,,,,,,0.5,0.5,2.55,2.55,7068497.0,7068497.0,23447711.0,23447711.0,35152000.0,35152000.0,256.52,256.52
2014-03-18,L&TFH,74.2,73.0,75.7,72.65,74.1,40880000,2014-03-27,33974616.0,92892.0,13130473.0,85.76,38.65,3.36,1325.0,855.0,0.0,-2.77,73.6,-0.049999999999997165,73.95,0.3500000000000085,5728000,16108000,799.0,ShortBuildUp,0.95,3.15,4.11,-0.6000000000000085,-0.008119124438503711,,,,,0.74,0.73,2.86,2.86,10251034.4,10160104.76,28974336.13,28816432.55,38159200.0,38073280.0,313.86,312.22
2014-03-19,L&TFH,73.6,74.0,74.25,70.85,72.74,36884000,2014-03-27,15258616.0,54428.0,7846152.0,-40.24,51.42,1.71,342.0,181.0,0.0,0.0,71.45,-2.5,71.45,0.0,-3996000,12112000,297.0,LongUnwinding,0.6,4.25,4.62,-2.1499999999999915,-0.029647121358954642,,,,,0.69,0.68,3.37,3.34,9367976.0,9357732.93,23938005.92,24115208.6,37690954.2,37660892.68,301.55,301.17
2014-03-20,L&TFH,71.45,72.3,73.4,70.7,72.07,33600000,2014-03-27,16200943.0,68328.0,7129779.0,-9.13,44.01,1.48,705.0,1122.0,0.0,0.0,70.95,-0.4500000000000029,71.0,0.04999999999999716,-3284000,8828000,928.0,LongUnwinding,0.25,3.3,3.78,-0.5,-0.007022500769824802,,,,,0.56,0.57,3.35,3.33,8721843.13,8766888.63,21704435.48,22016377.64,36509958.98,36583960.5,282.95,284.18
2014-03-21,L&TFH,70.95,71.8,72.85,71.1,71.85,31896000,2014-03-27,9131085.0,40843.0,3481603.0,-51.17,38.129999999999995,0.34,200.0,198.0,0.0,0.0,71.9,1.0999999999999943,72.1,0.19999999999998863,-1704000,7124000,784.0,ShortCovering,1.2,1.5,2.47,0.9500000000000028,0.013300861120949747,,,,,0.72,0.71,2.9,2.93,7454273.64,7623610.66,18663049.0,19229116.51,35393881.56,35569891.95,268.58,271.07
2014-03-24,L&TFH,73.2,73.9,74.15,72.6,73.27,27264000,2014-03-27,7662666.0,45582.0,3415858.0,-1.89,44.58,0.32,793.0,989.0,0.0,0.0,72.75,-0.30000000000001137,72.85,0.09999999999999432,-4176000,2948000,1333.0,LongUnwinding,1.65,1.4,2.12,0.8499999999999943,0.011752641324600965,,,,,0.91,0.88,2.59,2.65,6602352.4,6850358.63,16342470.65,17103568.25,33678847.91,34043531.36,247.39,252.15
2014-03-25,L&TFH,72.75,72.5,73.45,72.1,72.51,22952000,2014-03-27,6622240.0,38148.0,2491960.0,-27.05,37.63,0.04,503.0,577.0,0.0,0.0,72.2,-0.5999999999999943,72.25,0.04999999999999716,-4312000,-1364000,1005.0,LongUnwinding,0.1,1.95,1.86,-0.5499999999999972,-0.00758886015282112,,,,,0.76,0.75,2.47,2.54,5825178.94,6150577.85,14504615.63,15420695.09,31650666.48,32262684.51,233.44,239.53
2014-03-26,L&TFH,72.2,72.0,73.1,71.0,71.85,18068000,2014-03-27,12446084.0,56322.0,6183782.0,148.15,49.68,1.19,1453.0,1287.0,15.68,15.68,71.2,-0.7999999999999972,71.45,0.25,-4884000,-6248000,1050.0,LongUnwinding,0.2,2.25,2.91,-1.0,-0.013947227480850977,,,,,0.66,0.67,2.43,2.5,5887165.28,6155332.17,14148788.09,14994776.5,29302834.33,30230223.85,231.28,236.88
2014-03-27,L&TFH,71.2,71.1,75.4,71.0,73.92,10480000,2014-03-27,32380834.0,106991.0,15885316.0,156.89,49.059999999999995,4.22,1461.0,1442.0,15.42,-0.26,74.1,2.3999999999999915,73.85,-0.25,-7588000,-13836000,1185.0,ShortCovering,3.1,1.3,6.18,2.8999999999999915,0.039922713884111616,,,,,1.05,0.99,2.25,2.34,7490917.54,7417309.83,17073297.41,17249745.94,26283559.66,27668622.34,242.73,245.41
2014-04-01,L&TFH,73.55,73.9,75.85,72.85,74.48,36424000,2014-04-24,14090793.0,65554.0,4592232.0,-71.09,32.59,0.69,48.0,232.0,16.94,-5.93,75.3,2.050000000000012,75.9,0.6000000000000085,2268000,2268000,391.0,LongBuildUp,4.3,0.55,4.08,1.2000000000000028,0.016064602503806036,,,,,1.54,1.38,1.99,2.13,7054400.62,7081301.08,16624158.09,16874026.79,27810622.11,28709968.36,238.55,241.79
