Date,Symbol,Volume,Trades,Deliverable Volume,DeiiveryToTrade,VolumeToTrade,TradeDel2VolDiff,Z-ScoreDelVolume_IMP,VolumeZscore_IMP,TradesZscore_IMP,FuturePremium_IMP,Z-ScoreDelVolume,VolumeZscore,TradesZscore,Del2Trade,Vol2Trade,NetDel2Vol,NetDel2Vol_IMP,ClosePriceDiff,Supply_Demand_Strength,DeiiveryToTrade_IMP,VolumeToTrade_IMP,TradeDel2VolDiff_IMP,Rolling_TWPC_Vol,Close,Close_Diff,Close_Future,Fut2Close%Change,FuturePremium,Fluc-Zscore,MWPL_Diff,Change in OI,MWPLDiffZscore,Prev Close,Open,High,Low,vwap,Open Interest,Expiry,MWPL,Position,BuyingPressure,SellingPressure,fluctuates,CandleSwipe,SwipePercent,SwipeType,CandleType,Return,Change,Supply_Demand_Strength,VWAP_12,VWAP_26,VWAP_Diff_Rate_Change,Per_Trade_Volume_to_Price,VolPerTrade_ROC,Histogram_VWAP,MACD_VWAP,SignalLine_VWAP,Histogram_VWAP_Close,MACD_Signal,MACD_Signal_Close,MACD_VWAP_Close,SignalLine_VWAP_Close,EWMA20BUYPRE,EWMA50BUYPRE,BUYSIGNAL,EWMA20SELLPRE,EWMA50SELLPRE,SELLSIGNAL,Price Change,Log(Volume),Price Movement with Volume,VTR,PCVR,CSI,EWMA20_VolPerTrade,EWMA50_VolPerTrade,VolPerTradeSIGNAL
2010-01-04,BERGEPAINT,115840,,52675,196.77,76.92,60.91,Low,Low,,,-0.31,-0.52,-0.92,33.7,56.52,-22.82,High,,Neutral,High,High,Medium,,60.45,,,,,-1.2,,,0.0,60.0,60.2,61.0,59.8,60.55,,,,,,,1.2,,,,,,,Neutral,,,,,,,,,0.0,,,0.0,0.0,,,False,,,False,,11.659965207619543,,,,,,,False
2010-01-05,BERGEPAINT,183787,,104364,283.33,100.0,64.71,Medium,Low,,,-0.24,-0.46,-0.92,26.09,50.0,-23.91,High,0.1,Neutral,High,High,Medium,,60.55,,,,,-1.18,,,0.0,60.45,60.6,61.55,60.15,60.87,,,,,0.4,1.0,1.4,True,0.91,CandleHighSwipe,Bearish,0.0016528929382992885,0.09999999999999432,Neutral,,,,,,,,,0.0,,,0.0,0.0,0.4,0.4,False,1.0,1.0,False,0.09999999999999432,12.121532757348987,1.21215327573483,,5.441081251666022e-07,,,,False
2010-01-06,BERGEPAINT,162261,,75940,228.57,91.67,59.89,Low,Low,,,-0.28,-0.48,-0.92,30.43,52.17,-21.740000000000002,High,0.45,Neutral,High,High,Medium,,61.0,,,,,-1.06,,,0.0,60.55,60.6,62.5,60.2,61.36,,,,,0.8,1.5,2.3,True,1.56,CandleHighSwipe,Bullish,0.007404394174209905,0.45000000000000284,Neutral,,,,,,,,,0.02,,Buy,0.020000000000003126,0.0,0.67,0.61,True,1.33,1.27,True,0.45000000000000284,11.99696142887842,5.398632642995323,,2.773309667757519e-06,,,,False
2010-01-07,BERGEPAINT,68512,,37092,178.79,64.29,64.04,Low,Low,,,-0.33,-0.56,-0.92,35.87,60.87,-25.0,High,0.05,Neutral,High,Medium,Medium,,61.05,,,,,-1.22,,,0.0,61.0,61.4,61.7,60.6,60.98,,,,,0.45,0.65,1.1,False,0.0,,Bearish,0.0008193363834019252,0.04999999999999716,Neutral,,,,,,,,,0.02,,Buy,0.030000000000001137,0.01,0.54,0.55,False,0.94,1.03,False,0.04999999999999716,11.13476419138941,0.5567382095694389,,7.29799159271327e-07,,,,False
2010-01-08,BERGEPAINT,108841,,40547,178.79,76.92,56.98,Low,Low,,,-0.33,-0.52,-0.92,35.87,56.52,-20.650000000000006,High,-0.15,Neutral,High,High,Medium,,60.9,,,,,-1.14,,,0.0,61.05,61.1,61.9,60.25,61.26,,,,,0.65,1.0,1.65,True,0.33,BothHighLowSwipe,Bearish,-0.0024600258408620235,-0.14999999999999858,Neutral,,,,,,,,,0.01,,Buy,0.01999999999999602,0.01,0.6,0.58,True,0.97,1.02,False,-0.14999999999999858,11.597643380653578,-1.7396465070980203,,-1.3781571282880402e-06,,,,False
2010-01-11,BERGEPAINT,664478,,289419,9300.0,2200.0,76.34,High,High,,,0.01,-0.04,-0.92,-1.09,4.35,-5.4399999999999995,Very High,2.6,Neutral,Very High,Very High,High,,63.5,,,,,-0.87,,,0.0,60.9,62.0,65.0,61.3,63.69,,,,,2.2,1.5,3.7,False,0.0,NoSwipe,Bullish,0.04180673118279454,2.6000000000000014,Neutral,,,,,,,,,0.09,,Buy,0.12999999999999545,0.04,1.43,0.97,True,1.25,1.15,True,2.6000000000000014,13.40675704898767,34.85756832736796,,3.912845873001065e-06,,,,False
2010-01-12,BERGEPAINT,355932,,142143,384.21,196.77,48.79,Medium,Medium,,,-0.19,-0.31,-0.92,20.65,33.7,-13.050000000000004,High,-1.05,Neutral,Very High,Very High,Medium,,62.45,,,,,-0.92,,,0.0,63.5,63.0,65.45,62.1,63.88,,,,,0.35,3.0,3.35,True,0.72,CandleHighSwipe,Bearish,-0.016673669327059493,-1.0499999999999972,Neutral,,,,,,,,,0.09,,Buy,0.15000000000000568,0.06,0.88,0.84,True,2.14,1.59,True,-1.0499999999999972,12.782494980353244,-13.42161972937087,,-2.950001685715241e-06,,,,False
2010-01-13,BERGEPAINT,155063,,61233,206.67,91.67,55.64,Low,Low,,,-0.3,-0.48,-0.92,32.61,52.17,-19.560000000000002,High,0.1,Neutral,High,High,Medium,,62.55,,,,,-1.03,,,0.0,62.45,61.8,63.7,61.2,62.68,,,,,1.35,1.15,2.5,True,1.44,CandleOpenLowSwipe,Bullish,0.001600000341333896,0.09999999999999432,Neutral,,,,,,,,,0.09,,Buy,0.1700000000000017,0.08,1.12,0.93,True,1.64,1.49,True,0.09999999999999432,11.951586764935206,1.1951586764934525,,6.448991700147315e-07,,,,False
2010-01-14,BERGEPAINT,169177,,73727,228.57,95.74,58.11,Low,Low,,,-0.28,-0.47,-0.92,30.43,51.09,-20.660000000000004,High,0.15,Neutral,High,High,Medium,,62.7,,,,,-1.1,,,0.0,62.55,62.8,64.5,62.5,63.33,,,,,0.2,1.8,2.0,True,1.28,CandleHighSwipe,Bearish,0.0023952107259548328,0.15000000000000568,Neutral,,,,,,,,,0.09,,Buy,0.18999999999999773,0.1,0.66,0.81,False,1.72,1.55,True,0.15000000000000568,12.038700783108276,1.8058051174663097,,8.866453477718938e-07,,,,False
2010-01-15,BERGEPAINT,442435,,161532,475.0,300.0,36.84,Medium,Medium,,,-0.16,-0.23,-0.92,17.39,25.0,-7.609999999999999,High,0.65,Neutral,Very High,Very High,Low,,63.35,,,,,-1.04,,,0.0,62.7,63.4,65.0,62.55,63.99,,,,,0.8,1.6,2.45,True,0.0,CandleHighSwipe,Doji,0.010313459128273195,0.6499999999999986,Neutral,,,,,,,,,0.1,,Buy,0.22999999999999687,0.13,0.73,0.81,False,1.66,1.56,True,0.6499999999999986,13.000048839984972,8.450031745990213,,1.4691423598946706e-06,,,,False
