Date,Symbol,Prev Close,Open,High,Low,Close,vwap,Volume,Trades,Deliverable Volume,%Deliverble,Z-ScoreDelVolume
2025-03-26,HINDUNILVR,2271.3,2272.0,2279.9,2237.8,2245.95,2258.68,1416907,96908.0,865143,61.06,-0.08
2025-03-25,HINDUNILVR,2256.2,2250.75,2292.0,2243.35,2271.3,2271.3,2229340,113061.0,1231349,55.23,0.02
2025-03-24,HINDUNILVR,2246.2,2250.25,2266.0,2241.0,2256.2,2251.01,1454404,66657.0,1029572,70.79,-0.04
2025-03-21,HINDUNILVR,2242.4,2245.0,2255.2,2225.8,2246.2,2244.27,2152415,89511.0,1377514,64.0,0.07
2025-03-20,HINDUNILVR,2200.05,2203.9,2248.9,2188.45,2242.4,2231.62,1426689,75743.0,928698,65.09,-0.07
2025-03-19,HINDUNILVR,2201.4,2207.0,2212.85,2193.45,2200.05,2200.94,1341405,68294.0,897346,66.9,-0.08
2025-03-18,HINDUNILVR,2171.25,2189.65,2215.0,2175.0,2201.4,2200.91,1475585,74920.0,946324,64.13,-0.06
2025-03-17,HINDUNILVR,2174.8,2161.0,2195.45,2156.5,2171.25,2169.26,1111886,77099.0,690807,62.13,-0.14
2025-03-13,HINDUNILVR,2192.9,2185.0,2209.95,2164.45,2174.8,2185.53,1845629,97573.0,1133443,61.41,-0.01
2025-03-12,HINDUNILVR,2216.95,2217.35,2229.95,2185.0,2192.9,2209.6,1526212,73258.0,972196,63.7,-0.05
2025-03-11,HINDUNILVR,2247.75,2240.0,2262.45,2211.25,2216.95,2237.31,1325891,94027.0,728354,54.93,-0.13
2025-03-10,HINDUNILVR,2204.55,2208.0,2267.15,2194.65,2247.75,2249.51,1242387,100482.0,611635,49.23,-0.16
2025-03-07,HINDUNILVR,2218.95,2226.7,2226.7,2189.2,2204.55,2202.48,1738356,56239.0,1186577,68.26,0.01
2025-03-06,HINDUNILVR,2170.45,2175.0,2229.8,2163.75,2218.95,2204.64,1856868,118991.0,932220,50.2,-0.06
2025-03-05,HINDUNILVR,2157.35,2152.0,2191.9,2150.0,2170.45,2174.22,1145673,74606.0,757226,66.09,-0.12
2025-03-04,HINDUNILVR,2176.85,2179.95,2180.0,2136.0,2157.35,2154.76,1800330,93829.0,1237106,68.72,0.03
2025-03-03,HINDUNILVR,2190.25,2199.0,2199.0,2158.5,2176.85,2171.46,1306470,87808.0,844701,64.66,-0.09
2025-02-28,HINDUNILVR,2244.95,2245.05,2249.6,2185.85,2190.25,2199.62,3683249,124357.0,2604572,70.71,0.43
2025-02-27,HINDUNILVR,2259.3,2269.65,2269.65,2233.1,2244.95,2248.58,1699658,93485.0,1199332,70.56,0.01
2025-02-25,HINDUNILVR,2241.45,2243.0,2269.6,2237.95,2259.3,2256.43,1988040,101737.0,1304193,65.6,0.05
2025-02-24,HINDUNILVR,2241.65,2230.0,2251.0,2218.8,2241.45,2236.2,1627949,102226.0,1129144,69.36,-0.01
2025-02-21,HINDUNILVR,2248.05,2248.05,2253.55,2226.4,2241.65,2238.8,1781509,107600.0,1246656,69.98,0.03
2025-02-20,HINDUNILVR,2250.4,2250.4,2254.45,2226.5,2248.05,2242.73,2206196,121656.0,1647245,74.66,0.15
2025-02-19,HINDUNILVR,2296.0,2298.75,2305.7,2248.0,2250.4,2259.24,1521343,119114.0,1042419,68.52,-0.03
2025-02-18,HINDUNILVR,2329.4,2329.4,2338.55,2288.0,2296.0,2304.96,1035705,74925.0,611514,59.04,-0.16
2025-02-17,HINDUNILVR,2318.35,2318.35,2336.0,2300.0,2329.4,2320.37,1409168,81591.0,915273,64.95,-0.07
2025-02-14,HINDUNILVR,2321.5,2322.0,2366.0,2313.4,2318.35,2333.21,1135380,82057.0,593179,52.24,-0.17
2025-02-13,HINDUNILVR,2332.5,2330.1,2345.6,2313.35,2321.5,2328.4,1334967,82367.0,796739,59.68,-0.1
2025-02-12,HINDUNILVR,2315.25,2325.7,2339.9,2305.1,2332.5,2326.18,1341909,78808.0,839956,62.59,-0.09
2025-02-11,HINDUNILVR,2361.45,2371.0,2377.95,2296.55,2315.25,2326.89,1389260,116191.0,784233,56.45,-0.11
2025-02-10,HINDUNILVR,2363.85,2370.9,2398.0,2352.05,2361.45,2370.68,1326354,76507.0,773239,58.3,-0.11
2025-02-07,HINDUNILVR,2372.7,2380.0,2381.95,2336.1,2363.85,2359.97,855602,63809.0,509177,59.51,-0.19
2025-02-06,HINDUNILVR,2391.05,2400.0,2408.95,2360.3,2372.7,2378.98,1132113,80657.0,540777,47.77,-0.18
2025-02-05,HINDUNILVR,2438.05,2453.0,2453.0,2387.0,2391.05,2406.59,1357416,86373.0,929517,68.48,-0.07
2025-02-04,HINDUNILVR,2441.95,2450.0,2450.0,2402.85,2438.05,2428.06,1992474,111192.0,1133471,56.89,-0.01
2025-02-03,HINDUNILVR,2506.05,2505.0,2520.0,2416.5,2441.95,2453.98,2528480,142095.0,1330784,52.63,0.05
2025-02-01,HINDUNILVR,2468.8,2475.0,2602.0,2435.15,2506.05,2536.1,2970999,192649.0,1306253,43.97,0.05
2025-01-31,HINDUNILVR,2408.75,2401.5,2479.0,2401.5,2468.8,2452.41,2116148,138898.0,1368505,64.67,0.06
2025-01-30,HINDUNILVR,2383.95,2384.0,2425.0,2384.0,2408.75,2402.47,1419960,82042.0,866093,60.99,-0.08
2025-01-29,HINDUNILVR,2388.85,2385.15,2396.0,2364.0,2383.95,2382.85,699576,70138.0,351483,50.24,-0.24
2025-01-28,HINDUNILVR,2392.85,2401.0,2407.0,2379.45,2388.85,2392.35,1892156,102612.0,1239755,65.52,0.03
2025-01-27,HINDUNILVR,2368.1,2365.0,2409.7,2361.15,2392.85,2392.29,2477358,126605.0,1719254,69.4,0.17
2025-01-24,HINDUNILVR,2321.7,2332.85,2380.8,2323.0,2368.1,2358.95,1688664,90539.0,1030592,61.03,-0.04
2025-01-23,HINDUNILVR,2342.95,2315.0,2341.3,2253.85,2321.7,2309.71,3408925,198293.0,1571109,46.09,0.12
2025-01-22,HINDUNILVR,2340.5,2342.55,2362.0,2332.2,2342.95,2345.47,2658047,112774.0,2046524,76.99,0.27
2025-01-21,HINDUNILVR,2345.2,2353.5,2377.3,2332.45,2340.5,2352.85,1842885,113425.0,920725,49.96,-0.07
2025-01-20,HINDUNILVR,2354.0,2356.45,2368.0,2335.65,2345.2,2355.89,1382273,67506.0,984421,71.22,-0.05
2025-01-17,HINDUNILVR,2345.0,2350.0,2379.3,2343.0,2354.0,2365.15,1333005,68739.0,989627,74.24,-0.05
2025-01-16,HINDUNILVR,2373.0,2376.95,2380.0,2326.05,2345.0,2343.93,2762596,128063.0,1899306,68.75,0.22
2025-01-15,HINDUNILVR,2367.95,2373.9,2384.9,2350.1,2373.0,2366.2,1215150,92165.0,756762,62.28,-0.12
2025-01-14,HINDUNILVR,2451.0,2465.0,2468.0,2364.1,2367.95,2394.77,2052741,157018.0,1174624,57.22,0.01
2025-01-13,HINDUNILVR,2442.05,2417.05,2460.5,2409.05,2451.0,2442.56,2595013,104958.0,1909353,73.58,0.22
2025-01-10,HINDUNILVR,2435.4,2435.4,2456.0,2413.8,2442.05,2442.55,1651911,97429.0,1040182,62.97,-0.03
2025-01-09,HINDUNILVR,2401.0,2405.05,2473.65,2386.4,2435.4,2444.3,2425267,192379.0,1264603,52.14,0.03
2025-01-08,HINDUNILVR,2390.8,2391.0,2409.0,2368.0,2401.0,2393.65,953351,130405.0,648845,68.06,-0.15
