Date,ZScore_Sum_W,ZScore_Sum_M
2011-07-03,-1.8499999999999999,
2011-07-10,0.3099999999999999,
2011-07-17,-3.56,
2011-07-24,-4.09,
2011-07-31,-0.64,-7.7
2011-08-07,-2.48,
2011-08-14,-1.87,
2011-08-21,-2.29,
2011-08-28,-2.03,
2011-09-04,0.93,
2011-09-11,0.46,
2011-09-18,-2.8000000000000003,
2011-09-25,-2.52,
2011-10-02,-0.07,
2011-10-09,-1.34,
2011-10-16,-3.7800000000000002,
2011-10-23,-4.16,
2011-10-30,-2.23,
2011-11-06,-2.71,
2011-11-13,-2.11,
2011-11-20,-3.12,
2011-11-27,-1.95,
2011-12-04,-2.95,
2011-12-11,-2.33,
2011-12-18,-2.1,
2011-12-25,-2.7199999999999998,
2012-01-01,-3.8899999999999997,
2012-01-08,-4.3100000000000005,
2012-01-15,-2.8,
2012-01-22,0.02999999999999997,
2012-01-29,-1.22,
2012-02-05,-0.65,
2012-02-12,-2.3200000000000003,
2012-02-19,1.16,
2012-02-26,0.27,
2012-03-04,-2.17,
2012-03-11,0.43,
2012-03-18,-1.58,
2012-03-25,-1.0699999999999998,
2012-04-01,0.010000000000000009,
2012-04-08,-2.26,
2012-04-15,-3.34,
2012-04-22,-2.64,
2012-04-29,-3.2,
2012-05-06,-2.05,
2012-05-13,-2.46,
2012-05-20,-2.41,
2012-05-27,-3.23,
2012-06-03,0.14000000000000012,
2012-06-10,-1.5,
2012-06-17,-4.01,
2012-06-24,-2.84,
2012-07-01,-3.2399999999999998,
2012-07-08,-4.5,
2012-07-15,-4.01,
2012-07-22,-3.67,
2012-07-29,-3.39,
2012-08-05,-3.5,
2012-08-12,-1.81,
2012-08-19,-2.01,
2012-08-26,-2.1100000000000003,
2012-09-02,-2.95,
2012-09-09,-5.24,
2012-09-16,-1.75,
2012-09-23,2.04,
2012-09-30,-1.69,-6.640000000000001
2012-10-07,-2.5500000000000003,
2012-10-14,-3.31,
2012-10-21,-1.38,
2012-10-28,-2.5300000000000002,
2012-11-04,-3.1100000000000003,
2012-11-11,-3.39,
2012-11-18,-2.19,
2012-11-25,-3.26,
2012-12-02,-1.93,
2012-12-09,-3.24,
2012-12-16,-3.51,
2012-12-23,-4.24,
2012-12-30,-3.06,
2013-01-06,-3.34,
2013-01-13,-2.4699999999999998,
2013-01-20,-2.57,
2013-01-27,-0.5799999999999998,
2013-02-03,-2.19,
2013-02-10,-3.4699999999999998,
2013-02-17,-3.58,
2013-02-24,-4.3,
2013-03-03,-1.85,
2013-03-10,-3.3,
2013-03-17,-4.17,
2013-03-24,-2.45,
2013-03-31,-0.07000000000000006,-10.59
2013-04-07,-3.98,
2013-04-14,-3.63,
2013-04-21,-0.9400000000000002,
2013-04-28,-0.89,
2013-05-05,0.12,
2013-05-12,-5.21,
2013-05-19,-3.82,
2013-05-26,-3.89,
2013-06-02,-0.39,
2013-06-09,-3.35,
2013-06-16,-3.16,
2013-06-23,-2.52,
2013-06-30,1.25,-7.78
2013-07-07,-2.6,
2013-07-14,-2.92,
2013-07-21,-2.71,
2013-07-28,-2.77,
2013-08-04,-3.45,
2013-08-11,-2.37,
2013-08-18,-2.09,
2013-08-25,-2.6,
2013-09-01,-1.83,
2013-09-08,-2.9,
2013-09-15,-2.5,
2013-09-22,-2.34,
2013-09-29,-2.84,
2013-10-06,-3.29,
2013-10-13,-4.06,
2013-10-20,-1.5,
2013-10-27,-3.69,
2013-11-03,-3.46,
2013-11-10,-3.2800000000000002,
2013-11-17,-3.4699999999999998,
2013-11-24,-3.75,
2013-12-01,-3.32,
2013-12-08,-4.29,
2013-12-15,-4.49,
2013-12-22,-2.94,
2013-12-29,-2.99,
2014-01-05,-4.71,
2014-01-12,-2.73,
2014-01-19,-2.12,
2014-01-26,-2.8,
2014-02-02,-2.52,
2014-02-09,-3.63,
2014-02-16,-3.67,
2014-02-23,-4.68,
2014-03-02,-2.19,
2014-03-09,-1.5099999999999998,
2014-03-16,-0.8099999999999999,
2014-03-23,-1.27,
2014-03-30,2.75,
2014-04-06,-1.17,
2014-04-13,-2.39,
2014-04-20,-2.09,
2014-04-27,-1.8499999999999999,
2014-05-04,-2.15,
2014-05-11,-2.68,
2014-05-18,2.62,
2014-05-25,-0.08000000000000002,
2014-06-01,-1.66,
2014-06-08,-2.49,
2014-06-15,-2.61,
2014-06-22,-2.05,
2014-06-29,-3.0,
2014-07-06,-3.24,
2014-07-13,-2.37,
2014-07-20,-3.3,
2014-07-27,-2.33,
2014-08-03,-1.4,
2014-08-10,-3.34,
2014-08-17,-2.94,
2014-08-24,-2.86,
2014-08-31,-3.05,-12.6
2014-09-07,-2.5,
2014-09-14,-3.84,
2014-09-21,-3.18,
2014-09-28,-1.2,
2014-10-05,-1.9500000000000002,
2014-10-12,-2.41,
2014-10-19,-1.52,
2014-10-26,-2.0199999999999996,
2014-11-02,-0.040000000000000036,
2014-11-09,-1.62,
2014-11-16,-4.36,
2014-11-23,-3.52,
2014-11-30,-2.31,-11.81
2014-12-07,-3.42,
2014-12-14,-2.25,
2014-12-21,-1.33,
2014-12-28,-2.5,
2015-01-04,-4.59,
2015-01-11,-1.8599999999999999,
2015-01-18,-2.73,
2015-01-25,-1.96,
2015-02-01,0.5,
2015-02-08,-3.33,
2015-02-15,-4.75,
2015-02-22,-2.7800000000000002,
2015-03-01,-2.3,
2015-03-08,-2.5,
2015-03-15,-3.15,
2015-03-22,-3.01,
2015-03-29,-2.26,
2015-04-05,-1.21,
2015-04-12,-0.33,
2015-04-19,-0.94,
2015-04-26,-2.21,
2015-05-03,-0.6299999999999999,
2015-05-10,-1.67,
2015-05-17,-3.5,
2015-05-24,-4.15,
2015-05-31,-1.6600000000000001,-10.98
2015-06-07,-1.86,
2015-06-14,-2.91,
2015-06-21,0.7899999999999999,
2015-06-28,-1.17,
2015-07-05,-1.57,
2015-07-12,-2.74,
2015-07-19,-3.31,
2015-07-26,-3.86,
2015-08-02,-2.4899999999999998,
2015-08-09,-4.12,
2015-08-16,-4.21,
2015-08-23,-2.93,
2015-08-30,2.13,
2015-09-06,-0.93,
2015-09-13,-3.39,
2015-09-20,-0.78,
2015-09-27,-0.42000000000000004,
2015-10-04,-2.45,
2015-10-11,-3.8,
2015-10-18,-4.66,
2015-10-25,-2.01,
2015-11-01,-3.0300000000000002,
2015-11-08,-3.82,
2015-11-15,-2.8200000000000003,
2015-11-22,-3.27,
2015-11-29,-1.6800000000000002,
2015-12-06,-2.27,
2015-12-13,-2.97,
2015-12-20,-2.27,
2015-12-27,-2.6799999999999997,
2016-01-03,-3.08,
2016-01-10,-0.019999999999999962,
2016-01-17,3.3800000000000003,
2016-01-24,-0.19999999999999996,
2016-01-31,-1.49,0.5400000000000003
2016-02-07,-3.07,
2016-02-14,-2.38,
2016-02-21,-3.5,
2016-02-28,-2.44,
2016-03-06,-1.5899999999999999,
2016-03-13,-2.13,
2016-03-20,-3.04,
2016-03-27,-1.54,
2016-04-03,-0.9500000000000001,
2016-04-10,-4.49,
2016-04-17,-1.95,
2016-04-24,-1.37,
2016-05-01,5.3100000000000005,
2016-05-08,-2.4899999999999998,
2016-05-15,-3.42,
2016-05-22,-3.83,
2016-05-29,-3.1500000000000004,
2016-06-05,-2.98,
2016-06-12,-1.6199999999999999,
2016-06-19,-3.6399999999999997,
2016-06-26,-2.15,
2016-07-03,-3.92,
2016-07-10,-3.4699999999999998,
2016-07-17,-3.53,
2016-07-24,-3.16,
2016-07-31,-3.34,-14.46
2016-08-07,-3.7800000000000002,
2016-08-14,-2.32,
2016-08-21,-2.76,
2016-08-28,-3.81,
2016-09-04,0.14,
2016-09-11,-2.84,
2016-09-18,0.97,
2016-09-25,-0.9800000000000002,
2016-10-02,-0.30999999999999994,
2016-10-09,-1.8399999999999999,
2016-10-16,-1.06,
2016-10-23,-1.6400000000000001,
2016-10-30,-5.16,
2016-11-06,-3.32,
2016-11-13,-2.89,
2016-11-20,-1.0,
2016-11-27,-1.6099999999999999,
2016-12-04,-2.14,
2016-12-11,-4.78,
2016-12-18,-1.25,
2016-12-25,-0.6499999999999998,
2017-01-01,-2.6999999999999997,
2017-01-08,-4.3100000000000005,
2017-01-15,-4.13,
2017-01-22,-0.8299999999999998,
2017-01-29,-0.4999999999999999,
2017-02-05,-1.8599999999999999,
2017-02-12,-2.47,
2017-02-19,-1.45,
2017-02-26,3.8600000000000003,
2017-03-05,5.55,
2017-03-12,3.96,
2017-03-19,0.17999999999999997,
2017-03-26,-1.47,
2017-04-02,1.43,
2017-04-09,2.7300000000000004,
2017-04-16,0.2899999999999999,
2017-04-23,-3.91,
2017-04-30,-2.31,-3.1999999999999997
2017-05-07,-2.14,
2017-05-14,-1.54,
2017-05-21,-4.09,
2017-05-28,-1.59,
2017-06-04,-2.75,
2017-06-11,-3.83,
2017-06-18,0.11999999999999979,
2017-06-25,-1.24,
2017-07-02,-1.7999999999999998,
2017-07-09,-2.88,
2017-07-16,-2.94,
2017-07-23,-1.31,
2017-07-30,-1.74,
2017-08-06,-2.87,
2017-08-13,-4.3,
2017-08-20,-3.09,
2017-08-27,-3.6,
2017-09-03,-2.4299999999999997,
2017-09-10,2.58,
2017-09-17,2.76,
2017-09-24,-0.16000000000000006,
2017-10-01,2.7199999999999998,
2017-10-08,0.9600000000000002,
2017-10-15,0.52,
2017-10-22,0.69,
2017-10-29,0.3099999999999999,
2017-11-05,-2.24,
2017-11-12,2.5,
2017-11-19,-0.56,
2017-11-26,-0.03999999999999995,
2017-12-03,-0.26,
2017-12-10,1.07,
2017-12-17,0.9600000000000002,
2017-12-24,-1.4,
2017-12-31,-0.29000000000000004,-0.2699999999999997
2018-01-07,-1.66,
2018-01-14,-0.59,
2018-01-21,-1.49,
2018-01-28,2.79,
2018-02-04,2.0,
2018-02-11,2.48,
2018-02-18,0.35999999999999993,
2018-02-25,-1.4100000000000001,
2018-03-04,6.5600000000000005,
2018-03-11,0.74,
2018-03-18,1.97,
2018-03-25,4.0600000000000005,
2018-04-01,2.25,
2018-04-08,0.53,
2018-04-15,-0.52,
2018-04-22,-1.2999999999999998,
2018-04-29,2.3100000000000005,
2018-05-06,-0.52,
2018-05-13,-2.0300000000000002,
2018-05-20,-0.86,
2018-05-27,0.49,
2018-06-03,6.5,
2018-06-10,1.71,
2018-06-17,2.46,
2018-06-24,3.96,
2018-07-01,2.81,
2018-07-08,0.82,
2018-07-15,5.25,
2018-07-22,-1.9000000000000001,
2018-07-29,-0.11000000000000001,
2018-08-05,2.4099999999999997,
2018-08-12,-2.23,
2018-08-19,-1.83,
2018-08-26,0.06000000000000005,
2018-09-02,3.8699999999999997,
2018-09-09,2.36,
2018-09-16,-0.43,
2018-09-23,3.6999999999999997,
2018-09-30,3.49,9.12
2018-10-07,5.38,
2018-10-14,2.77,
2018-10-21,4.99,
2018-10-28,4.73,
2018-11-04,5.33,
2018-11-11,-0.029999999999999805,
2018-11-18,0.4899999999999999,
2018-11-25,-0.9600000000000001,
2018-12-02,2.0700000000000003,
2018-12-09,-1.56,
2018-12-16,2.72,
2018-12-23,-1.0,
2018-12-30,-1.23,
2019-01-06,-1.11,
2019-01-13,-1.9300000000000002,
2019-01-20,1.29,
2019-01-27,2.22,
2019-02-03,2.09,
2019-02-10,0.42000000000000004,
2019-02-17,0.25999999999999995,
2019-02-24,0.55,
2019-03-03,2.8,
2019-03-10,0.57,
2019-03-17,6.28,
2019-03-24,2.16,
2019-03-31,1.35,10.86
2019-04-07,-0.78,
2019-04-14,0.5099999999999999,
2019-04-21,1.6,
2019-04-28,1.2799999999999998,
2019-05-05,0.78,
2019-05-12,5.66,
2019-05-19,1.77,
2019-05-26,4.22,
2019-06-02,3.58,
2019-06-09,-0.52,
2019-06-16,-1.23,
2019-06-23,1.18,
2019-06-30,0.7299999999999999,0.16000000000000003
2019-07-07,-3.08,
2019-07-14,-0.8300000000000001,
2019-07-21,-0.6399999999999999,
2019-07-28,2.7,
2019-08-04,4.47,
2019-08-11,6.43,
2019-08-18,8.76,
2019-08-25,-0.47000000000000003,
2019-09-01,3.56,
2019-09-08,2.73,
2019-09-15,-2.49,
2019-09-22,2.18,
2019-09-29,0.8799999999999999,
2019-10-06,0.7000000000000001,
2019-10-13,2.58,
2019-10-20,2.41,
2019-10-27,-0.10999999999999988,
2019-11-03,3.0300000000000002,
2019-11-10,0.71,
2019-11-17,0.62,
2019-11-24,4.02,
2019-12-01,4.51,
2019-12-08,2.31,
2019-12-15,-1.23,
2019-12-22,2.25,
2019-12-29,2.37,
2020-01-05,1.42,
2020-01-12,1.07,
2020-01-19,2.63,
2020-01-26,0.54,
2020-02-02,5.470000000000001,
2020-02-09,2.84,
2020-02-16,-0.03,
2020-02-23,-0.12,
2020-03-01,10.6,
2020-03-08,8.5,
2020-03-15,21.39,
2020-03-22,17.490000000000002,
2020-03-29,16.619999999999997,
2020-04-05,6.91,
2020-04-12,5.51,
2020-04-19,3.75,
2020-04-26,14.1,
2020-05-03,5.720000000000001,
2020-05-10,8.89,
2020-05-17,16.4,
2020-05-24,4.84,
2020-05-31,9.27,39.4
2020-06-07,3.05,
2020-06-14,0.8,
2020-06-21,12.07,
2020-06-28,5.68,
2020-07-05,2.17,
2020-07-12,3.79,
2020-07-19,9.84,
2020-07-26,11.39,
2020-08-02,9.49,
2020-08-09,4.39,
2020-08-16,0.050000000000000044,
2020-08-23,-1.51,
2020-08-30,1.1300000000000001,
2020-09-06,4.35,
2020-09-13,6.58,
2020-09-20,1.8599999999999999,
2020-09-27,3.0300000000000002,
2020-10-04,-1.38,
2020-10-11,-0.9299999999999999,
2020-10-18,-0.09999999999999998,
2020-10-25,1.87,
2020-11-01,3.8200000000000003,
2020-11-08,13.06,
2020-11-15,7.36,
2020-11-22,3.91,
2020-11-29,5.5,
2020-12-06,2.16,
2020-12-13,2.42,
2020-12-20,0.41000000000000003,
2020-12-27,1.04,
2021-01-03,-1.62,
2021-01-10,6.66,
2021-01-17,6.819999999999999,
2021-01-24,6.11,
2021-01-31,9.190000000000001,27.87
2021-02-07,6.28,
2021-02-14,1.76,
2021-02-21,-1.3900000000000001,
2021-02-28,3.79,10.44
2021-03-07,2.19,
2021-03-14,-1.53,
2021-03-21,3.66,
2021-03-28,0.07999999999999993,
2021-04-04,-0.21000000000000002,
2021-04-11,-0.56,
2021-04-18,2.42,
2021-04-25,0.97,
2021-05-02,1.63,
2021-05-09,0.06000000000000005,
2021-05-16,-0.49,
2021-05-23,-2.14,
2021-05-30,3.2600000000000002,
2021-06-06,3.1100000000000003,
2021-06-13,-2.44,
2021-06-20,0.6699999999999999,
2021-06-27,8.4,
2021-07-04,3.0999999999999996,
2021-07-11,-1.09,
2021-07-18,-2.35,
2021-07-25,-2.26,
2021-08-01,-0.13,
2021-08-08,0.9799999999999999,
2021-08-15,-1.8699999999999999,
2021-08-22,-0.31,
2021-08-29,-0.18000000000000002,
2021-09-05,2.36,
2021-09-12,1.21,
2021-09-19,2.73,
2021-09-26,0.55,
2021-10-03,0.47,
2021-10-10,-1.06,
2021-10-17,-1.0,
2021-10-24,1.1099999999999999,
2021-10-31,-1.07,-2.4699999999999998
2021-11-07,-0.5999999999999999,
2021-11-14,1.7399999999999998,
2021-11-21,-1.92,
2021-11-28,6.69,
2021-12-05,3.3200000000000003,
2021-12-12,-1.91,
2021-12-19,0.33000000000000007,
2021-12-26,0.20000000000000018,
2022-01-02,0.29999999999999977,
2022-01-09,-0.62,
2022-01-16,1.58,
2022-01-23,-0.2700000000000001,
2022-01-30,4.0600000000000005,
2022-02-06,-0.65,
2022-02-13,0.74,
2022-02-20,-1.41,
2022-02-27,2.05,
2022-03-06,2.14,
2022-03-13,3.26,
2022-03-20,1.1,
2022-03-27,2.26,
2022-04-03,-0.30999999999999994,
2022-04-10,1.68,
2022-04-17,0.020000000000000025,
2022-04-24,3.94,
2022-05-01,3.0500000000000003,
2022-05-08,1.28,
2022-05-15,2.74,
2022-05-22,2.2199999999999998,
2022-05-29,0.39,
2022-06-05,8.72,
2022-06-12,0.5399999999999999,
2022-06-19,1.53,
2022-06-26,-1.01,
2022-07-03,7.5600000000000005,
2022-07-10,6.34,
2022-07-17,-0.5700000000000001,
2022-07-24,1.7199999999999998,
2022-07-31,0.5000000000000001,13.9
2022-08-07,1.38,
2022-08-14,-0.7,
2022-08-21,-2.53,
2022-08-28,-1.6600000000000001,
2022-09-04,2.75,
2022-09-11,-1.88,
2022-09-18,-0.33000000000000007,
2022-09-25,-1.99,
2022-10-02,2.48,
2022-10-09,-0.49,
2022-10-16,-2.09,
2022-10-23,-0.98,
2022-10-30,-0.7599999999999999,
2022-11-06,-0.45000000000000007,
2022-11-13,-0.33000000000000007,
2022-11-20,-2.51,
2022-11-27,-2.6,
2022-12-04,3.54,
2022-12-11,0.21999999999999992,
2022-12-18,-0.78,
2022-12-25,-2.91,
2023-01-01,-3.41,
2023-01-08,-1.6700000000000002,
2023-01-15,2.3,
2023-01-22,1.9500000000000002,
2023-01-29,3.38,
2023-02-05,7.890000000000001,
2023-02-12,3.65,
2023-02-19,5.5600000000000005,
2023-02-26,-0.42,
2023-03-05,1.8800000000000001,
2023-03-12,1.09,
2023-03-19,6.01,
2023-03-26,3.15,
2023-04-02,3.76,
2023-04-09,-0.05,
2023-04-16,1.07,
2023-04-23,-0.88,
2023-04-30,-0.95,-0.8099999999999999
2023-05-07,-1.4,
2023-05-14,-2.14,
2023-05-21,-3.29,
2023-05-28,-2.4699999999999998,
2023-06-04,3.58,
2023-06-11,-1.7000000000000002,
2023-06-18,2.27,
2023-06-25,-2.67,
2023-07-02,1.05,
2023-07-09,0.4099999999999999,
2023-07-16,5.96,
2023-07-23,14.389999999999999,
2023-07-30,4.8500000000000005,
2023-08-06,1.27,
2023-08-13,1.6700000000000002,
2023-08-20,0.72,
2023-08-27,-0.13000000000000012,
2023-09-03,2.55,
2023-09-10,0.020000000000000018,
2023-09-17,3.19,
2023-09-24,9.100000000000001,
2023-10-01,1.68,
2023-10-08,-0.85,
2023-10-15,0.39,
2023-10-22,-0.7799999999999999,
2023-10-29,-0.6200000000000001,
2023-11-05,1.09,
2023-11-12,-1.44,
2023-11-19,-0.3400000000000001,
2023-11-26,-1.79,
2023-12-03,6.3,
2023-12-10,2.44,
2023-12-17,2.14,
2023-12-24,3.99,
2023-12-31,0.26999999999999996,9.639999999999999
2024-01-07,-1.9,
2024-01-14,2.1,
2024-01-21,-0.73,
2024-01-28,4.680000000000001,
2024-02-04,3.02,
2024-02-11,-0.45,
2024-02-18,-1.82,
2024-02-25,1.13,
2024-03-03,0.95,
2024-03-10,-1.25,
2024-03-17,3.52,
2024-03-24,1.0,
2024-03-31,0.2699999999999999,2.34
2024-04-07,-2.96,
2024-04-14,-0.47000000000000003,
2024-04-21,0.26999999999999996,
2024-04-28,0.51,
2024-05-05,0.62,
2024-05-12,0.19999999999999998,
2024-05-19,-2.51,
2024-05-26,0.050000000000000044,
2024-06-02,2.4499999999999997,
2024-06-09,6.359999999999999,
2024-06-16,-0.6799999999999999,
2024-06-23,1.9499999999999997,
2024-06-30,3.9400000000000004,11.57
2024-07-07,-2.1799999999999997,
2024-07-14,-1.3199999999999998,
2024-07-21,-0.27999999999999997,
2024-07-28,2.18,
2024-08-04,-0.21000000000000002,
2024-08-11,0.3699999999999999,
2024-08-18,-1.72,
2024-08-25,0.20999999999999996,
2024-09-01,5.859999999999999,
2024-09-08,3.14,
2024-09-15,0.9199999999999999,
2024-09-22,2.23,
2024-09-29,4.65,
2024-10-06,12.53,
2024-10-13,5.67,
2024-10-20,6.529999999999999,
2024-10-27,6.0600000000000005,
2024-11-03,6.5,
2024-11-10,16.71,
2024-11-17,6.71,
2024-11-24,13.43,
2024-12-01,13.32,
2024-12-08,13.42,
2024-12-15,20.94,
2010-03-31,,-4.5200000000000005
2010-04-30,,-7.89
2010-05-31,,-4.55
2010-06-30,,-10.06
2010-07-31,,-10.7
2010-08-31,,-3.02
2010-09-30,,0.35
2010-11-30,,-2.46
2010-12-31,,-9.44
2011-01-31,,-1.5699999999999998
2011-02-28,,2.21
2011-03-31,,-6.75
2011-04-30,,-7.45
2011-05-31,,-10.9
2011-06-30,,-9.61
2011-08-31,,-8.53
2011-09-30,,-4.140000000000001
2011-10-31,,-11.84
2011-11-30,,-11.62
2011-12-31,,-11.93
2012-01-31,,-8.14
2012-02-29,,-1.0300000000000002
2012-03-31,,-5.05
2012-04-30,,-11.93
2012-05-31,,-9.28
2012-06-30,,-11.83
2012-07-31,,-17.03
2012-08-31,,-10.92
2012-10-31,,-11.93
2012-11-30,,-11.72
2012-12-31,,-14.870000000000001
2013-01-31,,-9.37
2013-02-28,,-13.56
2013-04-30,,-9.12
2013-05-31,,-13.51
2013-07-31,,-13.03
2013-08-31,,-10.31
2013-09-30,,-11.01
2013-10-31,,-13.6
2013-11-30,,-15.79
2013-12-31,,-16.63
2014-01-31,,-12.96
2014-02-28,,-14.17
2014-03-31,,-0.9699999999999998
2014-04-30,,-8.74
2014-05-31,,-2.58
2014-06-30,,-10.44
2014-07-31,,-11.94
2014-09-30,,-11.75
2014-10-31,,-6.91
2014-12-31,,-11.96
2015-01-31,,-8.18
2015-02-28,,-13.16
2015-03-31,,-11.55
2015-04-30,,-4.6899999999999995
2015-06-30,,-5.28
2015-07-31,,-13.84
2015-08-31,,-8.98
2015-09-30,,-7.23
2015-10-31,,-14.39
2015-11-30,,-10.87
2015-12-31,,-12.86
2016-02-29,,-11.12
2016-03-31,,-8.86
2016-04-30,,-3.16
2016-05-31,,-13.47
2016-06-30,,-12.77
2016-08-31,,-13.05
2016-09-30,,-2.64
2016-10-31,,-9.7
2016-11-30,,-9.44
2016-12-31,,-10.9
2017-01-31,,-10.11
2017-02-28,,1.3400000000000003
2017-03-31,,6.7299999999999995
2017-05-31,,-10.67
2017-06-30,,-8.19
2017-07-31,,-9.38
2017-08-31,,-15.12
2017-09-30,,7.24
2017-10-31,,1.48
2017-11-30,,1.0099999999999998
2018-01-31,,-1.44
2018-02-28,,10.91
2018-03-31,,8.59
2018-04-30,,1.1100000000000005
2018-05-31,,2.6499999999999995
2018-06-30,,11.780000000000001
2018-07-31,,6.68
2018-08-31,,-0.33999999999999986
2018-10-31,,20.009999999999998
2018-11-30,,4.760000000000001
2018-12-31,,-1.3299999999999998
2019-01-31,,2.51
2019-02-28,,3.84
2019-04-30,,3.38
2019-05-31,,15.24
2019-07-31,,0.7699999999999999
2019-08-31,,20.13
2019-09-30,,4.42
2019-10-31,,7.2700000000000005
2019-11-30,,10.08
2019-12-31,,6.62
2020-01-31,,10.1
2020-02-29,,13.4
2020-03-31,,67.21
2020-04-30,,32.78
2020-06-30,,23.47
2020-07-31,,34.81
2020-08-31,,5.95
2020-09-30,,12.85
2020-10-31,,4.36
2020-11-30,,29.83
2020-12-31,,5.319999999999999
2021-03-31,,4.7
2021-04-30,,3.95
2021-05-31,,2.54
2021-06-30,,10.879999999999999
2021-07-31,,-5.72
2021-08-31,,0.6199999999999999
2021-09-30,,5.77
2021-11-30,,8.92
2021-12-31,,-0.7699999999999998
2022-01-31,,4.73
2022-02-28,,1.79
2022-03-31,,7.9399999999999995
2022-04-30,,8.16
2022-05-31,,14.030000000000001
2022-06-30,,4.03
2022-08-31,,-2.02
2022-09-30,,-0.4600000000000002
2022-10-31,,-4.26
2022-11-30,,-2.18
2022-12-31,,-7.11
2023-01-31,,9.870000000000001
2023-02-28,,14.370000000000001
2023-03-31,,14.29
2023-05-31,,-7.12
2023-06-30,,0.3499999999999997
2023-07-31,,25.48
2023-08-31,,6.44
2023-09-30,,13.76
2023-10-31,,-0.45000000000000007
2023-11-30,,1.6099999999999999
2024-01-31,,6.3100000000000005
2024-02-29,,1.87
2024-04-30,,-2.6100000000000003
2024-05-31,,0.7699999999999996
2024-07-31,,-2.1599999999999997
2024-08-31,,5.07
2024-09-30,,13.99
2024-10-31,,34.93
2024-11-30,,49.48
2024-12-31,,34.36
