Date,Symbol,Prev Close,Open,High,Low,vwap,Open Interest,Expiry,Volume,Trades,Deliverable Volume,DeiiveryToTrade,%Deliverble,Z-ScoreDelVolume,DeliveryStatus,Trades_Diff,MWPL,MWPL_Diff,Close,Close_Diff,Close_Future,FuturePremium,Change in OI,OI_CUMI,OI_Rank,Position,BuyingPressure,SellingPressure,fluctuates,Change,Return,Volatility,Expected Change,Magnitude,Abs Magnitude,EWMA20BUYPRE,EWMA50BUYPRE,EWMA20SELLPRE,EWMA50SELLPRE,EWMA20_DEL,EWMA50_DEL,EWMA20_VOL,EWMA50_VOL,EWMA20_OI,EWMA50_OI,DEL2TRADE20,DEL2TRADE50
2015-10-05,CADILAHC,2101.05,2115.0,2132.7,2058.0,2090.85,244800,2015-10-29,193366.0,18989.0,103569.0,,53.56000000000001,-0.75,,,92.58,-1.05,2081.2,-19.800000000000182,2094.35,13.150000000000091,54000,54000,,ShortBuildUp,23.2,51.5,3.56,,,,,,,23.2,23.2,51.5,51.5,103569.0,103569.0,193366.0,193366.0,244800.0,244800.0,10.18,10.18
2015-10-06,CADILAHC,2081.2,418.5,427.5,400.5,420.99,1189500,2015-10-29,938769.0,21031.0,246197.0,137.71,26.230000000000004,-0.58,1294.0,849.0,92.64,0.06,425.65,-1667.1999999999996,427.15,1.5,-34500,19500,285.0,LongUnwinding,25.15,1707.05,1.3,-1655.5499999999997,-1.587082517086082,,,,,24.22,24.19,920.66,895.83,178448.7,176309.28,584702.58,573521.53,740767.5,726597.0,28.27,27.75
2015-10-07,CADILAHC,425.65,425.8,430.65,420.0,425.19,1243500,2015-10-29,657983.0,13851.0,305550.0,24.11,46.44,-0.5,911.0,313.0,92.52,-0.12,423.2,-1.3999999999999773,425.75,2.5500000000000114,54000,73500,179.0,ShortBuildUp,22.7,7.45,2.5,-2.4499999999999886,-0.005772531785976476,,,,,23.66,23.68,585.34,587.78,225119.54,221123.99,611610.71,602808.86,925367.86,905835.06,35.33,34.6
2015-10-08,CADILAHC,423.2,423.0,428.0,407.4,414.97,1459500,2015-10-29,1096058.0,26080.0,642549.0,110.29,58.62,-0.09,1249.0,1267.0,92.1,-0.42,409.3,-13.949999999999989,411.8,2.5,216000,289500,1300.0,ShortBuildUp,1.9,21.35,4.87,-13.899999999999977,-0.03339649704573233,,,,,17.38,17.9,422.52,437.57,345624.97,332884.18,751463.15,733616.52,1079563.55,1052664.75,37.27,36.57
2015-10-09,CADILAHC,409.3,411.25,416.35,401.8,406.62,1630500,2015-10-29,648661.0,16316.0,356038.0,-44.59,54.89000000000001,-0.44,266.0,277.0,91.76,-0.34,408.05,-1.4000000000000343,410.4,2.349999999999966,171000,460500,845.0,ShortBuildUp,6.25,19.95,3.55,-1.25,-0.0030586675831054677,,,,,14.69,15.38,325.14,347.23,348143.79,337892.66,726596.19,715239.51,1212830.39,1177658.24,37.87,37.26
2015-10-12,CADILAHC,408.05,410.0,411.55,402.55,406.92,1659000,2015-10-29,315478.0,15719.0,145708.0,-59.08,46.19,-0.7,118.0,677.0,91.7,-0.06,407.1,-1.0,409.4,2.2999999999999545,28500,489000,583.0,ShortBuildUp,5.3,9.25,2.21,-0.9499999999999886,-0.002330860406318358,,,,,12.71,13.53,258.5,285.12,305439.09,302575.19,639869.03,641775.97,1306951.8,1266113.65,34.11,34.1
2015-10-13,CADILAHC,407.1,409.0,420.85,405.0,417.13,1647000,2015-10-29,726318.0,16062.0,261782.0,79.66,36.04,-0.56,1172.0,762.0,91.67,-0.03,419.4,11.950000000000045,421.35,1.9500000000000455,-12000,477000,333.0,ShortCovering,16.85,1.45,3.89,12.299999999999955,0.02976626295888618,,,,,13.49,14.06,209.9,239.57,297184.61,296025.47,656214.39,655349.97,1371246.5,1327268.44,36.21,35.89
2015-10-14,CADILAHC,419.4,420.0,426.4,418.0,422.94,1723500,2015-10-29,700885.0,16377.0,334374.0,27.73,47.71,-0.47,929.0,755.0,91.49,-0.18,423.15,3.849999999999966,425.2,2.0500000000000114,76500,553500,59.0,LongBuildUp,18.15,3.25,2.0,3.75,0.008901607648295062,,,,,14.3,14.65,174.18,205.74,303612.98,301516.39,663935.93,661869.88,1432135.28,1384002.71,37.35,36.88
2015-10-15,CADILAHC,423.15,424.95,425.0,419.2,421.96,1699500,2015-10-29,410631.0,13988.0,236516.0,-29.27,57.60000000000001,-0.59,441.0,543.0,91.53,0.04,420.6,-3.25,421.95,1.349999999999966,-24000,529500,357.0,LongUnwinding,2.6,5.8,1.37,-2.5499999999999545,-0.006044462847515142,,,,,12.42,13.08,147.17,179.8,292850.3,293085.85,623304.58,629284.23,1475021.89,1424922.67,36.07,35.9
2015-10-16,CADILAHC,420.6,422.95,424.5,417.1,420.69,1719000,2015-10-29,398945.0,16329.0,235221.0,-0.55,58.96,-0.59,725.0,916.0,91.47,-0.06,418.5,-1.8000000000000114,420.15,1.6499999999999773,19500,549000,261.0,ShortBuildUp,1.4,6.5,1.76,-2.1000000000000227,-0.005005373339069585,,,,,10.76,11.69,125.99,159.19,284171.83,286203.53,589517.97,601888.17,1511762.88,1459899.6,34.32,34.54
