Date,Symbol,Volume,Trades,Deliverable Volume,DeiiveryToTrade,VolumeToTrade,TradeDel2VolDiff,Z-ScoreDelVolume_IMP,VolumeZscore_IMP,TradesZscore_IMP,FuturePremium_IMP,Z-ScoreDelVolume,VolumeZscore,TradesZscore,Del2Trade,Vol2Trade,NetDel2Vol,NetDel2Vol_IMP,ClosePriceDiff,Supply_Demand_Strength,DeiiveryToTrade_IMP,VolumeToTrade_IMP,TradeDel2VolDiff_IMP,Rolling_TWPC_Vol,Close,Close_Diff,Close_Future,Fut2Close%Change,FuturePremium,Fluc-Zscore,MWPL_Diff,Change in OI,MWPLDiffZscore,Prev Close,Open,High,Low,vwap,Open Interest,Expiry,MWPL,Position,BuyingPressure,SellingPressure,fluctuates,CandleSwipe,SwipePercent,SwipeType,CandleType,Return,Change,Supply_Demand_Strength,VWAP_12,VWAP_26,VWAP_Diff_Rate_Change,Per_Trade_Volume_to_Price,VolPerTrade_ROC,Histogram_VWAP,MACD_VWAP,SignalLine_VWAP,Histogram_VWAP_Close,MACD_Signal,MACD_Signal_Close,MACD_VWAP_Close,SignalLine_VWAP_Close,EWMA20BUYPRE,EWMA50BUYPRE,BUYSIGNAL,EWMA20SELLPRE,EWMA50SELLPRE,SELLSIGNAL,Price Change,Log(Volume),Price Movement with Volume,VTR,PCVR,CSI,EWMA20_VolPerTrade,EWMA50_VolPerTrade,VolPerTradeSIGNAL
2019-04-16,POLYCAB,22985293,497131,9052623,54.14,51.88,4.17,Very High,Very High,Very High,,26.21,24.98,12.02,218.05,207.82,10.230000000000018,High,,Neutral,Medium,Medium,Low,650.87,654.8,,,,,-0.55,,,0.01,538.0,633.0,667.8,630.0,651.14,,,,,,,37.8,,,,,,,Neutral,,,,1.22,,,,,0.0,,,0.0,0.0,,,False,,,False,,16.9503651345852,,46.235887522604706,,,1.22,1.22,False
2019-04-18,POLYCAB,5415019,169999,1751354,22.84,34.91,52.85,Very High,Very High,Very High,,4.64,5.5,3.58,129.61,153.63,-24.019999999999982,Medium,-11.25,Neutral,Low,Low,High,640.82,643.55,,,,,-0.39,,,0.01,654.8,656.9,664.9,614.0,639.06,,,,,29.55,21.35,50.9,True,2.49,CandleLowSwipe,Bearish,-0.017330121401593068,-11.25,Neutral,,,,0.63,-48.36,,,,-0.28,,Sell,-0.35000000000002274,-0.07,29.55,29.55,False,21.35,21.35,False,-11.25,15.504686947183002,-174.42772815580878,31.85324031317831,-2.077555037203009e-06,-0.001026051495337083,0.87,0.9,False
2019-04-22,POLYCAB,1059760,30618,475013,101.15,101.49,0.34,Very High,Very High,High,,0.87,0.67,-0.01,-8700.0,-6700.0,-2000.0,Low,-15.45,Neutral,High,High,Low,633.05,628.1,,,,,-0.77,,,0.01,643.55,643.0,645.8,625.25,632.9,,,,,2.85,17.7,20.55,False,0.0,,Bearish,-0.024300334635051435,-15.449999999999932,Neutral,,,,1.68,166.67,,,,-0.83,,Sell,-1.1900000000000546,-0.36,11.75,15.56,False,18.92,19.38,False,-15.449999999999932,13.873553025358143,-214.34639424178238,34.61231955059115,-1.4578772552275922e-05,-0.0070006660866739285,1.25,1.2,True
2019-04-23,POLYCAB,1208860,36574,435241,81.58,83.13,1.9,Very High,Very High,High,,0.76,0.83,0.14,542.86,592.86,-50.0,Low,6.0,Neutral,Medium,High,Low,636.7,634.1,,,,,-0.78,,,0.01,628.1,628.0,648.0,628.0,638.21,,,,,6.1,13.9,20.0,True,0.35,CandleHighSwipe,Bullish,0.009507281245650923,6.0,Neutral,,,,1.65,-1.79,,,,-0.73,,Sell,-1.5199999999999818,-0.79,8.52,12.1,False,16.05,17.27,False,6.0,14.005188324711488,84.03112994826893,33.05244162519823,4.963353903677845e-06,0.002297564662007681,1.42,1.35,True
2019-04-24,POLYCAB,1016453,30589,429663,101.35,101.61,0.26,Very High,Very High,High,,0.74,0.62,-0.01,-7400.0,-6200.0,-1200.0,Low,3.4,Neutral,High,High,Low,635.25,637.5,,,,,-0.88,,,0.01,634.1,636.5,640.0,628.25,635.24,,,,,9.25,2.5,11.75,False,0.0,,Bullish,0.0053476063265947005,3.3999999999999773,Neutral,,,,2.83,71.52,,,,-0.25,,Sell,-1.240000000000009,-0.99,8.91,11.29,False,8.82,12.68,False,3.3999999999999773,13.831829673893525,47.02822089123767,33.22936349668181,3.3449652861470007e-06,0.0015374226320323538,1.96,1.75,True
2019-04-25,POLYCAB,1261972,52395,505416,42.71,38.2,10.56,Very High,Very High,Very High,,0.96,0.89,0.55,174.55,161.82,12.730000000000018,Very High,2.1,Neutral,Low,Low,Low,641.53,639.6,,,,,-0.79,,,0.01,637.5,639.2,652.0,633.0,644.62,,,,,6.6,12.8,19.0,True,0.0,CandleHighSwipe,Doji,0.0032887039272182506,2.1000000000000227,Neutral,,,,1.27,-55.12,,,,0.17,,Buy,-0.7899999999999636,-0.96,7.72,10.16,False,10.88,12.72,False,2.1000000000000227,14.048186134832406,29.50119088314837,24.085733371504915,1.6640622771345344e-06,0.000563053552498299,1.71,1.63,True
2019-04-26,POLYCAB,594976,25609,310184,135.9,193.33,42.26,Very High,Very High,High,,0.39,0.15,-0.14,-278.57,-107.14,-171.43,Low,5.05,Neutral,High,Very High,High,644.02,644.65,,,,,-0.94,,,0.01,639.6,642.0,647.4,640.0,644.06,,,,,4.65,2.75,7.4,False,0.0,,Bullish,0.007864552897047794,5.0499999999999545,Neutral,645.3445740791059,,,3.14,147.24,,,,0.59,,Buy,-0.14999999999997726,-0.74,6.16,9.01,False,6.75,10.36,False,5.0499999999999545,13.29627634757979,67.14619555527733,23.23308211956734,8.487737320496886e-06,0.002621976475273432,2.21,1.97,True
2019-04-30,POLYCAB,519904,13729,279407,250.0,742.86,197.14,Very High,Very High,Medium,,0.3,0.07,-0.45,-66.67,-15.56,-51.11,Low,-5.4,Neutral,Very High,Very High,Very High,638.78,639.25,,,,,-0.82,,,0.01,644.65,646.95,646.95,630.15,636.23,,,,,9.1,7.7,16.8,False,0.0,NoSwipe,Bearish,-0.00841191968555055,-5.399999999999977,Neutral,638.7714357944543,,,2.25,-28.34,,,,0.53,,Buy,0.10000000000002274,-0.43,7.64,9.03,False,7.23,9.78,False,-5.399999999999977,13.161399458129477,-71.07155707389887,37.86903634641999,-1.0386532898381196e-05,-0.005176746818697565,2.23,2.03,True
2019-05-02,POLYCAB,514478,17999,213093,440.0,666.67,51.52,Very High,Very High,Medium,,0.1,0.06,-0.34,-29.41,-17.65,-11.760000000000002,Medium,2.0,Neutral,Very High,Very High,High,641.08,641.25,,,,,-0.78,,,0.01,639.25,638.9,651.0,631.0,642.1,,,,,10.25,9.75,20.0,True,0.63,CandleHighSwipe,Bullish,0.0031237823136827103,2.0,Neutral,638.4173990397735,,,1.43,-36.44,,,,0.37,,Buy,0.12999999999999545,-0.24,8.95,9.24,False,8.49,9.77,False,2.0,13.150908073380881,26.301816146761762,28.583699094394134,3.8874354199790855e-06,0.0014612931911084928,1.95,1.91,True
2019-05-03,POLYCAB,271431,11067,125778,225.0,147.62,34.39,High,Medium,Low,,-0.16,-0.21,-0.52,30.77,40.38,-9.610000000000003,Medium,0.6,Neutral,Very High,High,Medium,641.83,641.85,,,,,-0.92,,,0.01,641.25,642.7,646.0,637.65,642.34,,,,,4.2,4.15,8.35,False,0.0,,Bearish,0.000935235045956162,0.6000000000000227,Neutral,639.4999248159692,,,2.94,105.59,,,,0.34,,Buy,0.2699999999999818,-0.07,6.57,8.44,False,6.32,8.7,False,0.6000000000000227,12.51146324240975,7.506877945446134,24.526158850637028,2.2105065375731687e-06,0.0006783119133862957,2.29,2.1,True
