Total Trades,Winning Trades,Win Probability (%),Median MACD_VWAP (Losing Trades),Median Histogram_VWAP (Losing Trades),Median MACD_Signal (Losing Trades),Median VolPerTrade_ROC (Losing Trades),Median Del2Trade (Losing Trades)
46,29,63.04347826086957,54.13,3.13,3.1300000000000026,-33.33,78.95
