Date,Symbol,Prev Close,Open,High,Low,Close,vwap,Volume,Trades,Deliverable Volume,%Deliverble,MWPL,MWPL_Diff,Close_Future,FUT_VOLUME,Open Interest,Expiry,Change in OI,Close_Diff,Position
2010-01-04,MARUTI,1560.1,1565.0,1586.7,1546.15,1551.45,1559.23,534231,,254740,47680000.0,,,1555.85,,2136800.0,2010-01-28,169600.0,,Undecisive
2010-01-05,MARUTI,1551.45,1563.5,1567.55,1510.0,1515.85,1530.16,1407407,,909506,64620000.0,,,1520.85,,2309400.0,2010-01-28,172600.0,-35.0,ShortBuildUp
2010-01-06,MARUTI,1515.85,1518.0,1522.8,1460.0,1461.65,1474.05,1571353,,805145,51240000.000000015,,,1467.05,,2688000.0,2010-01-28,378600.0,-53.799999999999955,ShortBuildUp
2010-01-07,MARUTI,1461.65,1468.0,1485.0,1450.0,1453.3,1464.62,901165,,298948,33170000.0,,,1455.7,,2859400.0,2010-01-28,171400.0,-11.349999999999909,ShortBuildUp
2010-01-08,MARUTI,1453.3,1459.0,1463.8,1421.1,1433.15,1437.03,1294429,,616573,47630000.0,,,1439.15,,3029600.0,2010-01-28,170200.0,-16.549999999999955,ShortBuildUp
2010-01-11,MARUTI,1433.15,1442.0,1462.25,1438.0,1454.75,1455.52,478942,,164611,34369999.99999999,,,1461.0,,2966400.0,2010-01-28,-63200.0,21.84999999999991,ShortCovering
2010-01-12,MARUTI,1454.75,1454.75,1462.0,1435.0,1441.0,1445.98,767986,,442359,57600000.000000015,,,1442.95,,2845800.0,2010-01-28,-120600.0,-18.049999999999955,LongUnwinding
2010-01-13,MARUTI,1441.0,1437.0,1449.5,1410.8,1428.75,1428.5,612474,,289526,47270000.0,,,1430.05,,2828600.0,2010-01-28,-17200.0,-12.900000000000091,LongUnwinding
2010-01-14,MARUTI,1428.75,1439.0,1443.25,1411.0,1414.85,1425.85,480493,,232129,48310000.0,,,1417.95,,2912400.0,2010-01-28,83800.0,-12.099999999999909,ShortBuildUp
2010-01-15,MARUTI,1414.85,1410.0,1442.9,1408.15,1413.45,1425.74,723389,,223996,30960000.000000007,,,1418.4,,3066200.0,2010-01-28,153800.0,0.4500000000000455,LongBuildUp
2010-01-18,MARUTI,1413.45,1409.0,1447.0,1407.0,1429.35,1433.02,916180,,404346,44130000.0,,,1435.05,,2822000.0,2010-01-28,-244200.0,16.649999999999864,ShortCovering
2010-01-19,MARUTI,1429.35,1435.0,1450.0,1413.1,1419.3,1430.52,1009858,,459563,45510000.0,,,1424.0,,2980000.0,2010-01-28,158000.0,-11.049999999999955,ShortBuildUp
2010-01-20,MARUTI,1419.3,1428.8,1465.0,1421.0,1458.35,1444.72,1376326,,792122,57550000.0,,,1457.0,,2757600.0,2010-01-28,-222400.0,33.0,ShortCovering
2010-01-21,MARUTI,1458.35,1445.0,1480.0,1440.0,1452.75,1461.83,1220211,,496364,40680000.0,,,1446.3,,2472200.0,2010-01-28,-285400.0,-10.700000000000045,LongUnwinding
2010-01-22,MARUTI,1452.75,1440.0,1457.0,1405.0,1444.45,1434.26,650256,,211363,32500000.0,,,1442.4,,2305000.0,2010-01-28,-167200.0,-3.8999999999998636,LongUnwinding
2010-01-25,MARUTI,1444.45,1412.0,1475.0,1412.0,1446.2,1453.87,851324,,299675,35200000.00000001,,,1438.05,,1902800.0,2010-01-28,-402200.0,-4.350000000000136,LongUnwinding
2010-01-27,MARUTI,1446.2,1431.0,1447.0,1350.3,1369.8,1396.34,1180230,,540077,45760000.0,,,1368.05,,1013600.0,2010-01-28,-889200.0,-70.0,LongUnwinding
2010-01-28,MARUTI,1369.8,1377.0,1399.0,1362.05,1378.3,1380.9,835498,,351433,42060000.0,,,1352.0,,393000.0,2010-01-28,-620600.0,-16.049999999999955,LongUnwinding
2010-01-29,MARUTI,1378.3,1374.4,1399.0,1332.0,1389.45,1376.11,468949,,108568,23150000.0,,,,,,,,,
2010-02-01,MARUTI,1389.45,1389.0,1419.7,1375.25,1398.95,1401.24,584347,,136159,23300000.0,85.53832435,,1393.95,,2408200.0,2010-02-25,-9800.0,41.950000000000045,ShortCovering
2010-02-02,MARUTI,1398.95,1418.25,1418.25,1360.0,1373.55,1389.94,573306,,140128,24440000.0,85.39394634,-0.14,1361.6,,2410800.0,2010-02-25,2600.0,-32.350000000000136,ShortBuildUp
2010-02-03,MARUTI,1373.55,1365.0,1384.9,1360.2,1377.25,1374.37,594119,,141808,23870000.0,85.19438722,-0.2,1373.7,,2442600.0,2010-02-25,31800.0,12.100000000000136,LongBuildUp
2010-02-04,MARUTI,1377.25,1370.0,1385.0,1355.0,1365.15,1371.14,453970,,153192,33740000.0,84.86783592,-0.33,1357.65,,2509200.0,2010-02-25,66600.0,-16.049999999999955,ShortBuildUp
2010-02-05,MARUTI,1365.15,1349.5,1378.05,1320.25,1358.9,1352.55,471270,,130996,27800000.000000007,84.93435563,0.07,1349.85,,2479200.0,2010-02-25,-30000.0,-7.800000000000182,LongUnwinding
2010-02-06,MARUTI,1358.9,1363.3,1389.9,1358.1,1373.5,1370.93,82937,,19409,23400000.0,,,1361.0,,2489800.0,2010-02-25,10600.0,11.150000000000091,LongBuildUp
