Date,Symbol,Volume,Trades,Deliverable Volume,DeiiveryToTrade,VolumeToTrade,TradeDel2VolDiff,Z-ScoreDelVolume_IMP,VolumeZscore_IMP,TradesZscore_IMP,FuturePremium_IMP,Z-ScoreDelVolume,VolumeZscore,TradesZscore,Del2Trade,Vol2Trade,NetDel2Vol,NetDel2Vol_IMP,ClosePriceDiff,Supply_Demand_Strength,DeiiveryToTrade_IMP,VolumeToTrade_IMP,TradeDel2VolDiff_IMP,Rolling_TWPC_Vol,Close,Close_Diff,Close_Future,Fut2Close%Change,FuturePremium,Fluc-Zscore,MWPL_Diff,Change in OI,MWPLDiffZscore,Prev Close,Open,High,Low,vwap,Open Interest,Expiry,MWPL,Position,BuyingPressure,SellingPressure,fluctuates,CandleSwipe,SwipePercent,SwipeType,CandleType,Return,Change,Supply_Demand_Strength.1,VWAP_12,VWAP_26,VWAP_Diff_Rate_Change,Per_Trade_Volume_to_Price,VolPerTrade_ROC,Histogram_VWAP,MACD_VWAP,SignalLine_VWAP,Histogram_VWAP_Close,MACD_Signal,MACD_Signal_Close,MACD_VWAP_Close,SignalLine_VWAP_Close,EWMA20BUYPRE,EWMA50BUYPRE,BUYSIGNAL,EWMA20SELLPRE,EWMA50SELLPRE,SELLSIGNAL,Price Change,Log(Volume),Price Movement with Volume,VTR,PCVR,CSI,EWMA20_VolPerTrade,EWMA50_VolPerTrade,VolPerTradeSIGNAL,Market Structure,Liquidity,MarketMove,Swing,Trend,Swing%
2010-01-04,PIRHEALTH,822554,,665407,160.29,845.45,427.45,Very High,High,,Medium,1.36,0.11,-0.82,-165.85,-13.41,-152.44,Low,,Neutral,High,Very High,Very High,,368.2,,370.4,,2.1999999999999886,-0.9,,111000.0,0.0,373.0,375.0,377.3,367.25,372.03,885000.0,2010-01-28,,Undecisive,,,10.05,,,,,,,Neutral,,,,,,,,,0.0,,,0.0,0.0,,,False,,,False,,13.620169412962008,,,,,,,False,LL,,BoS,,Downtrend,
2010-01-05,PIRHEALTH,509719,,300659,428.0,382.35,10.67,Very High,High,,Medium,0.25,-0.17,-0.82,-30.49,20.73,-51.22,Low,2.05,Low Supply,Very High,Very High,Low,,370.25,1.8500000000000227,372.25,-0.06,2.0,-1.02,,42000.0,0.0,368.2,374.0,374.0,368.2,370.64,927000.0,2010-01-28,,LongBuildUp,2.05,3.75,5.8,False,0.0,,Bearish,0.0055521843489305,2.050000000000012,Low Supply,,,,,,,,,0.04,,Buy,0.0500000000000113,0.01,2.05,2.05,False,3.75,3.75,False,2.050000000000012,13.141614872462878,26.94031048854905,,4.021823789185829e-06,,,,False,,,,,,
2010-01-06,PIRHEALTH,780936,,430198,228.12,1271.43,457.35,Very High,High,,High,0.64,0.07,-0.82,-78.05,-8.54,-69.50999999999999,Low,16.85,Strong Demand,Very High,Very High,Very High,,387.1,18.0,390.25,0.29,3.1499999999999773,-0.65,,81000.0,0.0,370.25,371.6,390.7,371.0,382.75,1008000.0,2010-01-28,,LongBuildUp,16.1,3.6,19.7,False,0.0,NoSwipe,Bullish,0.0445046044356942,16.850000000000023,Strong Demand,,,,,,,,,0.46,,Buy,0.5799999999999841,0.12,11.42,9.41,True,3.65,3.67,False,16.850000000000023,13.568248479241255,228.62498687521548,,2.1576672096048877e-05,,,,False,,,,,,
2010-01-07,PIRHEALTH,385621,,129276,192.86,203.7,5.62,High,High,,Medium,-0.28,-0.27,-0.82,34.15,32.93,1.2199999999999989,High,1.1,Low Supply,Very High,Very High,Low,,388.2,0.1999999999999886,390.45,-0.23,2.25,-0.88,,21000.0,0.0,387.1,392.1,397.0,386.15,392.42,1029000.0,2010-01-28,,LongBuildUp,2.05,8.8,10.85,True,1.62,CandleOpenHighSwipe,Bearish,0.002837613151307,1.099999999999966,Low Supply,,,,,,,,,0.58,,Buy,0.8499999999999659,0.27,6.06,6.72,False,6.59,5.65,True,1.099999999999966,12.862610300816517,14.14887133089773,,2.8525417443551203e-06,,,,False,,,,,,
2010-01-08,PIRHEALTH,119102,,50585,57.69,60.78,5.36,Low,Medium,,Medium,-0.52,-0.51,-0.82,63.41,62.2,1.2099999999999935,High,-1.1,Low Demand,High,High,Low,,387.1,-1.3999999999999773,389.05,-0.0799999999999999,1.9499999999999889,-0.99,,3000.0,0.0,388.2,391.0,392.9,386.0,388.76,1032000.0,2010-01-28,,ShortBuildUp,1.1,5.8,6.9,True,0.04,CandleLowSwipe,Bearish,-0.002837613151307,-1.099999999999966,Low Demand,,,,,,,,,0.54,,Buy,0.9399999999999976,0.4,3.42,5.11,False,6.17,5.7,True,-1.099999999999966,11.687735547813649,-12.856509102594616,,-9.235781095195428e-06,,,,False,,,,,,
2010-01-11,PIRHEALTH,212231,,139412,228.0,90.7,60.22,High,Medium,,High,-0.25,-0.43,-0.82,30.49,52.44,-21.95,Medium,-5.35,Low Demand,Very High,High,High,,381.75,-4.75,384.3,0.1599999999999999,2.550000000000012,-0.84,,58500.0,0.0,387.1,392.5,392.5,380.1,386.48,1090500.0,2010-01-28,,ShortBuildUp,1.65,10.75,12.4,False,0.0,NoSwipe,Bearish,-0.0139171134848608,-5.350000000000023,Low Demand,,,,,,,,,0.27,,Buy,0.7399999999999523,0.47,2.5,4.28,False,8.53,7.04,True,-5.350000000000023,12.265430583087785,-65.62005361951992,,-2.52083814334382e-05,,,,False,,,,,Uptrend,
2010-01-12,PIRHEALTH,423646,,239482,1466.67,241.67,83.52,High,High,,Medium,0.06,-0.24,-0.82,-7.32,29.27,-36.59,Medium,-3.7,Low Demand,Very High,Very High,High,,378.05,-4.600000000000023,379.7,-0.2299999999999999,1.6499999999999773,-0.73,,126000.0,0.0,381.75,382.05,391.55,375.05,383.9,1216500.0,2010-01-28,,ShortBuildUp,3.0,13.5,16.5,False,0.0,NoSwipe,Bearish,-0.0097394820944627,-3.6999999999999886,Low Demand,,,,,,,,,-0.03,,Sell,0.4300000000000068,0.46,2.76,4.01,False,11.06,8.57,True,-3.6999999999999886,12.956653479825867,-47.939617875355566,,-8.733706915679574e-06,,,,False,,,,,Uptrend,
2010-01-13,PIRHEALTH,174954,,94537,115.79,78.26,32.41,Medium,Medium,,Medium,-0.38,-0.46,-0.82,46.34,56.1,-9.759999999999998,Medium,4.05,Low Supply,High,High,Medium,,382.1,3.300000000000012,383.0,-0.2,0.8999999999999773,-0.88,,-36000.0,0.0,378.05,378.05,383.9,373.0,379.06,1180500.0,2010-01-28,,ShortCovering,9.1,1.8,10.9,True,0.54,CandleLowSwipe,Bullish,0.0106558924485753,4.050000000000011,Low Supply,,,,,,,,,-0.04,,Sell,0.4099999999999681,0.45,5.95,4.96,True,6.39,7.1,False,4.050000000000011,12.0722783612098,48.89272736289983,,2.314894200761349e-05,,,,False,,,,,Uptrend,
2010-01-14,PIRHEALTH,410023,,274549,582.35,228.0,60.85,Very High,High,,Low,0.17,-0.25,-0.82,-20.73,30.49,-51.22,Low,8.5,Low Supply,Very High,Very High,High,,390.6,7.149999999999977,390.15,-0.3500000000000001,-0.4500000000000455,-0.56,,-91500.0,0.0,382.1,395.0,410.0,387.0,389.75,1089000.0,2010-01-28,,ShortCovering,3.6,19.4,23.0,False,0.0,NoSwipe,Bearish,0.022001663989724,8.5,Low Supply,,,,,,,,,0.29,,Buy,0.8199999999999932,0.53,4.77,4.73,True,12.92,9.58,True,8.5,12.923968534668056,109.85373254467848,,2.0730544384095528e-05,,,,False,BoS,,BoS,,Uptrend,
2010-01-15,PIRHEALTH,149805,,74308,86.36,70.83,17.98,Medium,Medium,,Medium,-0.44,-0.48,-0.82,53.66,58.54,-4.880000000000003,High,-3.2,Low Demand,High,High,Low,,387.4,-1.599999999999966,388.55,0.41,1.150000000000034,-0.94,,18000.0,0.0,390.6,391.7,393.8,385.05,389.57,1107000.0,2010-01-28,,ShortBuildUp,2.35,6.4,8.75,True,0.5,CandleLowSwipe,Bearish,-0.0082262674696824,-3.200000000000045,Low Demand,,,,,,,,,0.32,,Buy,0.920000000000016,0.6,3.56,4.35,False,9.65,8.98,True,-3.200000000000045,11.917089727345346,-38.13468712750565,,-2.1361102766930647e-05,,,,False,,,,,Uptrend,
